Elevation,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Horizontal_Distance_To_Fire_Points,Tree
3401,8,999,162,2991,1657,Other
3401,9,960,162,2977,1717,Other
3403,12,755,164,2912,2225,Other
2608,12,30,0,2042,2200,Other
2575,2,339,26,1368,1529,Other
2567,6,379,25,1253,1414,Other
2558,12,510,109,531,684,Other
2544,12,417,90,443,594,Other
3239,7,201,-6,2754,977,Spruce
2727,18,60,18,2221,690,Other
3453,8,636,114,1664,1374,Other
3409,23,150,70,1940,977,Other
3284,24,0,0,2121,819,Other
3350,10,85,0,2623,691,Other
3383,9,1061,181,3156,1065,Other
3391,10,1131,189,3055,1332,Other
3397,10,984,158,2948,1719,Other
3397,10,932,158,2930,1809,Other
3394,11,782,155,2881,2257,Other
2587,11,150,9,1771,1943,Other
2581,11,180,9,1712,1885,Other
2573,10,182,5,1653,1826,Other
2575,6,234,16,1536,1710,Other
2523,11,300,68,324,541,Other
3406,13,918,156,1154,1956,Spruce
3455,6,524,116,1745,1256,Other
3268,31,67,14,2206,752,Other
3307,29,192,72,2315,706,Other
3359,8,42,-5,2862,664,Other
3383,12,1022,181,3167,983,Other
3391,10,1115,189,3017,1366,Other
3391,10,1008,152,2919,1723,Other
3390,11,990,151,2912,1753,Other
2836,12,698,99,3090,1557,Other
2772,8,277,42,2631,2107,Other
2697,15,228,58,2359,2477,Other
2648,12,90,35,2263,2448,Other
2613,7,0,0,2151,2330,Other
2578,11,212,9,1648,1834,Other
2576,9,218,8,1618,1805,Other
2578,5,277,19,1500,1690,Other
2559,1,470,16,1150,1348,Other
3252,21,134,19,1848,1498,Other
2830,25,228,108,1872,741,Other
2899,29,240,132,2526,698,Other
3445,4,972,106,1463,1639,Other
3459,4,735,120,1678,1422,Other
3283,29,150,48,2313,684,Other
3351,13,0,0,2706,648,Other
3343,15,834,227,2823,2502,Other
3319,20,765,203,2826,2591,Other
3260,17,532,144,2796,3339,Other
2646,13,85,20,2240,2454,Other
2603,10,162,12,1820,2016,Other
2584,13,242,12,1642,1842,Other
2580,5,300,18,1495,1698,Other
2565,6,466,18,1230,1443,Other
2562,5,474,17,1201,1415,Other
2549,4,618,15,911,1140,Other
3147,21,134,26,1533,1429,Other
2833,23,218,111,1883,716,Other
3296,31,67,23,2145,774,Other
3299,21,120,39,2422,633,Other
3340,14,0,0,2700,612,Other
3382,9,1148,180,2905,1554,Other
3382,9,1149,143,2897,1583,Other
3381,10,1092,142,2874,1672,Other
3375,13,871,136,2791,2296,Other
2750,7,210,20,2482,2268,Other
2636,16,42,10,2197,2431,Other
2591,14,272,17,1638,1851,Other
2575,4,424,23,1342,1566,Other
2569,5,488,16,1253,1482,Other
3155,14,301,21,2203,760,Spruce
3007,14,0,0,1006,1020,Spruce
2823,21,182,101,1922,674,Other
2823,35,150,72,2400,589,Other
2960,10,120,15,2375,990,Spruce
3257,7,201,23,150,931,Spruce
3241,10,0,0,2249,685,Other
3268,24,124,8,2376,618,Other
3294,21,90,34,2464,601,Other
3319,13,67,0,2601,571,Other
3335,14,30,0,2718,582,Other
3378,7,1047,176,2922,1412,Other
3207,11,618,98,2777,3165,Other
3068,26,874,98,3113,2223,Other
2761,8,190,31,2569,2139,Other
2634,8,67,17,2081,2292,Other
2635,9,95,22,2051,2263,Other
2582,5,384,20,1426,1661,Other
2551,6,589,70,953,1221,Other
3147,13,270,7,2195,721,Spruce
2885,10,330,163,1798,743,Other
3045,7,295,-11,1690,1594,Spruce
3256,6,242,22,180,895,Spruce
3235,3,0,0,2291,644,Other
3278,22,60,18,2462,573,Other
3319,11,0,0,2666,541,Other
3367,8,949,165,2958,1245,Spruce
3371,6,969,169,2936,1302,Spruce
3372,9,1134,170,2831,1624,Other
3370,10,1123,131,2809,1712,Other
3370,15,960,131,2743,2096,Other
3048,4,1165,250,3150,1126,Other
2765,7,212,35,2616,2068,Other
2582,7,426,20,1392,1643,Other
2546,8,553,65,918,1209,Other
2850,24,240,128,1892,661,Other
2873,27,124,72,2590,607,Other
3044,6,313,65,1753,1528,Spruce
3387,13,900,151,1087,2081,Spruce
3434,3,1129,184,1358,1765,Spruce
3271,20,30,11,2505,541,Other
3305,10,60,15,2616,514,Other
3308,12,42,2,2639,511,Other
3325,16,67,-1,2755,524,Other
3373,5,1024,171,2846,1484,Other
3362,15,1015,123,2724,2012,Other
3036,20,1173,177,3127,1273,Other
2896,14,459,101,3095,1209,Other
2763,4,216,33,2620,2053,Other
2736,16,120,6,2397,2329,Other
2730,17,120,3,2376,2356,Other
2677,20,108,22,2228,2553,Other
2644,14,201,30,1956,2192,Other
2611,13,361,29,1627,1879,Other
2563,4,598,10,1150,1436,Other
2869,9,330,147,1825,700,Other
3256,26,85,16,2275,642,Other
3294,12,30,5,2591,495,Other
3303,11,30,-2,2659,481,Other
3306,11,0,0,2681,480,Other
3350,10,845,148,2992,1064,Other
3350,9,849,148,2978,1092,Other
3370,5,939,168,2858,1376,Spruce
3353,14,1064,114,2703,1959,Other
3051,20,750,48,2888,2563,Other
2918,17,488,123,3034,1116,Other
2837,12,607,107,2937,1698,Other
2697,15,95,7,2249,2507,Other
2648,20,42,12,2067,2402,Other
2625,14,335,25,1714,1974,Other
2617,13,384,32,1624,1889,Other
2558,7,560,55,1087,1396,Other
3237,14,42,6,2337,582,Other
3311,14,201,43,3406,437,Spruce
3345,11,824,143,2938,1131,Other
3222,17,511,106,2624,2792,Spruce
3028,18,800,88,3032,2080,Other
2920,13,511,125,3013,1176,Other
2763,6,218,33,2605,2053,Other
2723,13,60,-3,2377,2324,Other
2710,10,67,-3,2291,2435,Other
2688,17,60,-1,2206,2546,Other
2662,14,162,40,1968,2296,Other
2659,12,190,40,1950,2268,Other
2607,14,457,33,1473,1761,Other
2549,10,510,46,1024,1358,Other
2830,20,212,108,1959,573,Other
3115,8,446,58,1208,1218,Spruce
3269,4,256,35,240,907,Spruce
3348,32,234,98,2226,703,Other
3284,30,162,44,2282,636,Other
3270,25,134,30,2301,616,Other
3359,9,1003,157,2733,1595,Other
3212,10,469,96,2591,2826,Spruce
3159,19,510,86,2642,3150,Other
2760,10,182,30,2563,2093,Other
2660,14,30,5,2081,2506,Other
2675,12,127,39,1982,2362,Other
2672,11,150,46,1963,2334,Other
2640,7,390,32,1711,1994,Other
2598,11,525,29,1381,1691,Other
3232,11,60,0,2544,1283,Spruce
3136,8,108,-2,2074,589,Spruce
2816,18,190,97,1999,531,Other
3257,26,120,26,2343,573,Other
3233,15,60,2,2382,534,Other
3300,23,256,-34,2971,492,Spruce
3332,12,765,130,2885,1155,Other
3342,9,1099,149,2642,1834,Other
2719,6,0,0,2337,2349,Other
2704,4,30,-3,2227,2486,Other
2674,15,85,20,2018,2457,Other
2664,7,268,45,1866,2230,Other
2620,8,503,38,1500,1812,Other
2617,10,513,37,1470,1785,Other
2526,4,395,23,841,1242,Other
2850,13,285,125,1909,600,Other
3299,17,192,48,3461,510,Spruce
3014,16,735,112,2940,1940,Other
2773,9,242,43,2574,2069,Other
2698,11,0,0,2164,2553,Other
2674,7,212,38,1898,2325,Other
2670,8,234,44,1879,2297,Other
2664,9,309,45,1824,2212,Other
2553,12,446,50,1080,1456,Other
3177,4,0,0,2187,811,Spruce
2830,17,218,105,1976,534,Other
2820,21,190,95,2002,511,Other
2875,17,30,14,2698,607,Spruce
3321,11,1159,205,2542,2081,Other
2989,19,684,68,2912,2136,Other
3035,6,1127,235,2920,1181,Other
2751,11,108,21,2436,2215,Other
2709,6,30,-1,2208,2483,Other
2686,13,60,-3,2079,2618,Other
2685,16,60,3,2058,2590,Other
2688,17,85,21,2015,2533,Other
2843,21,268,118,1940,566,Other
2831,18,242,106,1965,541,Other
2976,23,95,72,2436,836,Spruce
3254,5,402,20,408,674,Spruce
3393,49,306,153,2305,659,Other
3273,21,108,22,3458,573,Spruce
3315,10,1154,199,2512,2089,Other
3315,10,1124,199,2508,2118,Other
3315,10,1095,199,2505,2147,Other
3303,16,918,187,2492,2321,Spruce
3057,16,570,62,2687,2714,Other
2806,16,371,76,2638,1997,Other
2742,12,90,12,2347,2308,Other
2530,7,306,27,840,1298,Other
3174,9,540,82,953,870,Other
3271,27,175,44,2418,516,Other
2696,6,150,23,1952,2525,Other
2634,6,418,95,1557,1919,Other
3154,5,85,11,1984,534,Spruce
2807,28,162,82,2048,458,Other
3239,18,95,19,2497,426,Other
3264,13,0,0,3446,664,Spruce
3304,11,1124,142,2457,2078,Other
3205,14,466,89,2423,2773,Spruce
2961,12,577,40,2828,2259,Other
2858,18,735,128,2914,1744,Other
2765,11,175,35,2382,2259,Other
3132,9,60,-1,1892,408,Spruce
3008,22,360,-2,1116,828,Other
2898,27,331,173,1915,607,Other
2888,28,301,163,1939,579,Other
3024,10,67,14,1813,1455,Spruce
3352,46,277,121,2413,564,Other
3244,21,108,25,2521,408,Other
3252,20,108,52,2800,228,Other
3257,15,150,57,2843,212,Other
3081,17,446,78,2535,2915,Other
2840,9,569,110,2742,1902,Other
2621,14,365,82,1518,1973,Other
3142,23,459,127,1917,1082,Other
3028,14,420,-38,1489,1142,Other
2927,28,390,202,1884,655,Other
2882,29,270,157,1981,541,Other
2810,34,150,85,2080,430,Other
2780,10,190,59,2416,180,Spruce
2880,11,67,7,2766,430,Spruce
2838,12,636,108,2780,1874,Other
2708,7,182,-2,1996,2683,Other
2653,15,418,118,1645,2227,Other
2622,16,331,83,1477,1961,Other
2567,3,272,69,1084,1560,Other
2564,6,256,59,1024,1513,Other
2847,33,210,122,2047,474,Other
3226,1,564,75,631,484,Spruce
3240,24,127,32,2586,350,Other
2941,10,741,93,2777,1698,Other
2962,11,819,120,2770,1560,Other
2764,17,268,34,2355,2280,Other
2662,15,361,4,1740,2403,Other
2647,20,391,88,1660,2295,Other
2965,22,450,224,1874,700,Other
3220,15,67,20,2647,283,Other
3282,16,484,80,2754,1126,Other
2809,22,551,79,2646,2005,Other
2753,16,285,23,2313,2322,Other
2718,8,240,7,2024,2631,Other
2616,17,335,81,1542,2174,Other
2588,14,295,53,1473,2069,Other
2593,23,277,54,1441,2017,Other
3181,9,210,-15,1991,713,Spruce
3151,8,0,0,1812,361,Spruce
3085,16,201,15,1723,631,Spruce
2981,20,467,237,1871,726,Other
2966,21,417,225,1917,666,Other
2950,27,390,208,1940,636,Other
2873,14,170,-8,2750,342,Spruce
3330,6,797,35,752,1215,Other
3376,9,875,119,1034,2163,Spruce
3400,6,866,194,1354,1834,Other
3401,6,859,195,1383,1804,Other
2593,13,212,54,1342,1905,Other
2583,13,218,44,1240,1758,Other
2922,22,228,117,957,525,Other
2910,23,201,105,932,510,Other
2824,37,182,99,2124,424,Other
2907,11,42,-3,2779,484,Spruce
3028,13,30,7,1861,1441,Spruce
3090,12,108,37,1557,1176,Spruce
3216,8,430,67,782,443,Spruce
3427,5,864,221,2067,1114,Other
3442,8,755,242,2182,994,Other
3299,34,175,99,2605,400,Other
3246,18,216,-17,3458,663,Other
3240,12,722,124,2251,2561,Spruce
2927,9,618,79,2673,1825,Other
2614,19,301,55,1592,2335,Other
2572,19,212,37,1374,2022,Other
3088,8,30,1,1654,319,Spruce
3061,24,300,46,1820,1189,Spruce
2997,21,450,252,1889,751,Other
2930,30,361,189,1978,631,Other
3259,4,636,25,630,624,Spruce
3397,6,825,191,1310,1891,Other
3425,8,836,219,2072,1112,Other
3365,35,247,165,2579,484,Other
3218,19,67,-1,3291,845,Spruce
2921,10,592,73,2644,1847,Other
2798,15,592,164,2764,1931,Other
2739,8,342,28,2114,2522,Other
2736,9,335,25,2089,2547,Other
2689,15,301,104,1874,2726,Other
3166,11,85,3,1738,324,Spruce
2948,21,210,41,1296,741,Other
2899,29,180,60,990,474,Other
2831,33,190,98,2137,450,Other
3335,3,702,40,847,1216,Other
3327,9,631,93,793,1536,Other
3325,10,577,91,764,1595,Other
3412,13,771,206,1959,1230,Other
2932,10,390,53,2580,2151,Other
2791,16,566,157,2751,1952,Other
2782,20,537,148,2697,1994,Other
2763,22,485,129,2589,2083,Other
2716,19,430,-13,2326,2316,Other
2678,7,272,93,1809,2684,Other
2566,20,120,27,1234,1908,Other
2542,19,120,20,1116,1744,Other
2526,17,90,17,1050,1655,Other
3139,16,95,2,1630,150,Spruce
3031,15,240,16,1753,1239,Spruce
2975,13,210,12,1622,1082,Other
2971,25,391,226,1952,721,Other
2846,28,201,104,2132,481,Other
2810,34,150,77,2179,421,Other
2787,33,124,54,2202,391,Other
3334,2,690,39,845,1150,Other
3340,0,641,45,912,1324,Other
3333,5,630,38,834,1500,Other
3394,15,726,188,1878,1320,Other
3340,44,180,140,2663,420,Other
3239,10,351,37,2531,1360,Spruce
2987,16,175,-7,2258,3153,Other
2964,19,882,168,2542,1463,Other
2810,20,595,181,2714,1911,Other
2780,16,525,146,2711,1994,Other
2768,20,497,134,2657,2037,Other
3179,7,30,4,1744,437,Spruce
2989,6,180,10,1710,1390,Other
3001,22,457,256,1909,812,Other
2967,21,376,222,1973,722,Other
2885,33,255,141,2083,573,Other
2852,28,212,111,2128,514,Other
2824,31,162,82,2174,454,Other
2807,33,134,74,2197,424,Other
3334,3,600,39,860,1495,Other
3334,6,603,39,828,1554,Other
3333,8,582,99,785,1613,Other
3403,12,731,197,2030,1170,Spruce
3431,13,450,231,2501,691,Other
3428,12,390,228,2553,631,Other
3060,12,30,1,2114,3515,Spruce
2902,13,499,58,2550,1933,Other
2901,14,516,57,2555,1913,Other
2899,14,534,54,2560,1894,Other
2899,13,553,54,2565,1874,Other
2885,14,1064,107,2460,1448,Other
2887,11,1075,109,2460,1451,Other
2747,14,443,113,2590,2101,Other
2739,18,418,105,2536,2145,Other
2731,21,408,97,2509,2167,Other
2707,15,390,73,2349,2305,Other
2716,19,335,109,2115,2522,Other
2722,18,331,115,2089,2546,Other
2587,16,182,28,1506,2393,Other
2513,11,42,4,1015,1718,Other
2988,25,443,243,1931,815,Other
2955,15,335,210,2015,696,Other
2949,22,309,204,2037,666,Other
2901,39,258,157,2081,607,Other
2801,31,124,59,2216,430,Other
3331,3,630,114,886,1106,Other
3334,4,607,39,942,1224,Other
3336,3,570,41,886,1489,Other
3342,13,488,94,716,1756,Other
3426,14,540,226,2418,782,Other
3387,39,210,187,2697,454,Other
3241,12,361,39,2689,1165,Other
2900,11,430,52,2508,2016,Other
2899,12,443,55,2512,1996,Other
2894,13,492,49,2525,1936,Other
2874,17,1006,95,2432,1471,Other
2872,16,1015,94,2431,1473,Other
2886,11,1036,217,2430,1489,Other
2705,21,365,71,2442,2232,Other
2692,12,361,58,2282,2371,Other
2528,13,30,6,1057,1826,Other
3063,6,42,4,1515,573,Spruce
2968,5,120,4,1657,1172,Other
2945,21,323,199,2036,700,Other
3327,3,600,119,875,1012,Other
3331,6,560,36,993,1277,Other
3333,6,553,38,1001,1307,Other
3346,12,540,35,792,1663,Other
3346,14,430,98,674,1902,Other
3398,11,693,192,2103,1114,Spruce
3419,12,511,219,2454,755,Other
3418,10,421,218,2542,666,Other
3353,47,182,153,2738,430,Other
3199,15,295,-20,3331,730,Other
3230,10,319,28,2408,1487,Other
3261,5,875,124,2106,2187,Spruce
2889,13,531,47,2512,1902,Other
2883,25,927,106,2409,1501,Other
2874,21,942,96,2407,1500,Other
2881,10,1006,212,2400,1519,Other
2823,20,573,191,2608,1940,Other
2767,13,450,133,2675,2059,Other
2691,16,331,57,2402,2275,Other
2690,21,285,83,2110,2532,Other
2712,16,270,105,2032,2605,Other
3167,14,210,30,1521,42,Spruce
2991,7,108,10,1621,1380,Other
2981,18,458,230,1875,883,Other
2975,20,433,224,1905,853,Other
2938,25,335,193,2024,735,Other
3052,9,30,1,2081,1299,Other
3322,4,570,120,874,918,Spruce
3330,7,524,35,1031,1302,Other
3413,12,543,213,2431,789,Other
3242,38,60,42,2846,295,Other
3233,9,366,31,2681,1183,Other
2880,12,446,38,2466,1982,Other
2883,12,509,47,2483,1926,Other
2925,13,787,139,2415,1565,Other
2861,12,940,83,2373,1530,Other
2860,12,969,83,2370,1535,Other
2669,17,283,62,2148,2502,Other
2703,16,240,96,2017,2623,Other
2624,22,120,40,1621,2646,Other
2620,22,120,36,1598,2620,Other
2530,10,0,0,1045,1911,Other
2524,13,0,0,1026,1889,Other
3198,10,30,5,1698,540,Spruce
2966,26,417,215,1902,859,Other
2955,27,391,204,1931,830,Other
2938,28,342,193,1991,771,Other
2925,27,319,180,2021,742,Other
3285,8,484,95,840,589,Spruce
3355,7,690,98,990,2345,Spruce
2876,11,404,34,2431,2024,Other
2873,10,446,31,2442,1987,Other
2862,23,875,83,2349,1561,Other
2827,20,552,194,2541,1968,Other
2737,21,350,103,2568,2164,Other
2682,19,277,48,2403,2293,Other
2669,15,285,35,2187,2474,Other
2621,24,124,38,1822,2812,Other
2608,21,95,23,1747,2818,Other
2954,27,430,203,1869,895,Other
2935,27,350,184,1958,808,Other
2865,34,201,119,2138,636,Other
3359,3,450,48,769,1864,Other
3151,16,85,1,3065,1012,Other
3238,6,600,94,2087,1997,Spruce
2894,13,247,39,2373,2227,Other
2869,10,404,27,2407,2029,Other
2960,6,684,163,2377,1661,Other
2903,18,752,125,2348,1613,Other
2857,13,926,85,2310,1597,Other
2961,25,685,295,2379,1771,Other
2954,23,674,288,2387,1784,Other
2752,22,404,123,2589,2105,Other
2679,18,247,45,2391,2313,Other
2600,15,67,15,1731,2832,Other
3115,30,150,53,1380,395,Spruce
2747,13,42,8,2428,361,Other
3120,4,0,0,1490,782,Spruce
3355,4,424,44,771,1952,Other
3391,9,335,191,2685,579,Spruce
3186,27,120,53,2866,1136,Spruce
3210,6,120,8,2424,1429,Spruce
2945,4,30,1,2120,3123,Spruce
2867,28,793,88,2296,1624,Other
2840,12,836,62,2287,1620,Other
2848,8,886,76,2280,1624,Other
2852,10,899,89,2280,1627,Other
2890,18,864,214,2283,1653,Other
2735,20,361,106,2577,2148,Other
2686,19,228,52,2407,2312,Other
2605,23,67,22,1790,2846,Other
2568,9,30,1,1425,2538,Other
2539,8,30,2,1168,2244,Other
3198,12,330,61,1423,127,Spruce
3162,8,85,12,1173,418,Spruce
3332,6,391,37,1003,1501,Other
3237,19,95,37,3139,247,Other
3127,16,42,-3,2981,1084,Other
3244,7,671,107,1994,2131,Spruce
3271,3,900,140,1939,2363,Spruce
3202,9,642,86,1930,2876,Spruce
2880,15,711,104,2284,1667,Other
2857,27,767,78,2266,1654,Other
2837,8,816,60,2255,1650,Other
2856,11,874,179,2250,1660,Other
2862,12,866,185,2250,1663,Other
2883,16,847,203,2252,1677,Other
2925,25,607,259,2337,1852,Other
2850,23,566,208,2423,1989,Other
2655,20,180,21,2312,2398,Other
2655,14,182,21,2202,2486,Other
3246,13,175,53,1504,379,Spruce
3053,20,42,0,1426,908,Spruce
2919,19,437,170,1802,977,Other
2892,41,390,163,2748,313,Spruce
3075,4,0,0,1965,1253,Spruce
3349,11,360,38,942,1650,Spruce
3355,2,390,33,815,2040,Other
3244,19,134,44,3181,285,Other
3218,3,306,16,2569,1315,Other
2855,8,360,24,2324,2082,Other
2832,8,779,55,2227,1680,Other
2833,8,787,58,2225,1680,Other
2857,14,845,167,2220,1690,Other
2864,14,837,187,2220,1693,Other
2686,19,201,52,2440,2313,Other
2577,3,0,0,1631,2825,Other
3046,17,201,30,1871,3611,Spruce
2952,26,85,7,1989,3272,Spruce
2932,11,60,-10,2093,3070,Spruce
2848,15,819,91,2190,1717,Other
2905,28,577,239,2263,1879,Other
2696,18,234,67,2514,2275,Other
2629,22,85,22,1986,2685,Other
2612,21,60,9,1825,2826,Other
2584,11,30,4,1667,2892,Other
3162,4,0,0,1221,313,Spruce
3349,8,300,38,966,1710,Spruce
3358,4,424,19,870,2190,Spruce
3365,5,541,26,870,2340,Other
3353,6,534,31,878,2490,Other
3349,7,484,38,886,2550,Other
3202,13,134,7,3361,379,Spruce
2845,10,301,17,2271,2114,Other
2829,8,741,66,2163,1740,Other
2859,20,787,158,2160,1749,Other
2774,23,366,141,2415,2166,Other
2619,24,30,12,1919,2750,Other
2570,8,108,8,1233,2484,Other
2860,18,201,109,2040,793,Other
2854,20,175,103,2070,767,Other
3356,2,309,27,904,2041,Other
3321,15,499,109,1381,2042,Spruce
3193,35,180,60,2721,1295,Spruce
3062,15,256,46,1812,3639,Spruce
2838,11,270,38,2249,2122,Other
2940,19,495,154,2213,1851,Other
2839,22,633,61,2155,1779,Other
2864,22,759,163,2130,1779,Other
2894,17,735,204,2131,1790,Other
2899,8,730,222,2132,1795,Other
2895,26,666,226,2155,1851,Other
2662,18,150,33,2438,2359,Other
2625,10,60,-4,2184,2546,Other
2609,16,42,11,1962,2724,Other
2595,13,0,0,1798,2863,Other
2587,5,42,0,1691,2918,Other
2835,24,134,84,2100,757,Other
3021,10,270,24,2576,966,Spruce
3187,5,30,7,1165,95,Spruce
3359,8,525,37,934,2462,Other
2941,11,150,-3,1999,3146,Spruce
2818,12,636,43,2117,1804,Other
2891,23,713,190,2100,1816,Other
2853,27,470,187,2192,1986,Other
2755,25,309,122,2375,2232,Other
2630,5,42,-3,2287,2483,Other
2629,5,30,-4,2258,2504,Other
2598,4,0,0,1922,2766,Other
3369,4,524,30,960,2373,Other
3367,5,552,28,960,2403,Other
3304,16,433,92,1440,2024,Spruce
3273,15,306,67,1693,1732,Spruce
3329,18,418,162,2318,1075,Spruce
3152,5,30,0,3416,595,Other
3185,11,268,41,1959,1953,Spruce
2930,12,175,35,2064,3018,Spruce
2847,7,150,16,2151,2292,Other
2630,14,0,0,2220,2546,Other
2600,21,60,1,1745,2838,Other
2840,15,210,89,2010,865,Other
2831,17,150,80,2070,816,Other
3053,7,558,86,3048,582,Spruce
3055,11,255,-15,2239,1262,Spruce
3330,10,180,19,1087,1687,Other
3355,2,255,16,992,2075,Other
3356,3,277,17,990,2105,Other
3350,14,534,200,2638,799,Spruce
2822,9,180,22,2161,2197,Other
2811,7,579,39,2058,1864,Other
2810,5,589,47,2054,1862,Other
2809,4,598,44,2051,1861,Other
2879,24,671,178,2040,1869,Other
2833,21,361,167,2195,2121,Other
2725,22,228,92,2352,2316,Other
2679,24,127,46,2414,2389,Other
2622,25,127,30,1624,2839,Other
3270,12,85,15,1468,685,Spruce
2833,14,190,84,2010,882,Other
3323,7,150,12,1127,1660,Other
3302,16,424,82,1429,2096,Spruce
3296,17,323,101,3384,503,Other
3195,9,85,5,2213,1648,Spruce
2823,11,153,8,2125,2239,Other
2876,24,443,97,2062,1924,Other
2846,28,484,68,2051,1909,Other
2808,4,560,43,2024,1892,Other
2884,24,641,183,2010,1899,Other
2624,22,120,17,1722,2779,Other
2637,21,170,45,1584,2819,Other
2637,16,210,49,1530,2837,Other
3362,4,470,40,1054,2469,Other
3268,19,850,158,1667,2967,Spruce
3082,15,395,98,1674,3540,Spruce
2806,4,532,41,1994,1922,Other
2847,24,607,90,1981,1922,Other
2860,26,618,106,1980,1924,Other
2900,19,607,199,1980,1931,Other
2805,24,458,136,2037,2040,Other
2809,25,313,143,2117,2147,Other
2830,20,150,82,1952,966,Other
2823,21,134,74,2012,918,Other
2799,21,120,48,2102,850,Other
3175,8,210,4,1436,175,Spruce
3206,8,42,5,1233,433,Spruce
3301,5,90,6,1266,1489,Other
3314,7,90,3,1207,1608,Other
3323,6,90,12,1170,1697,Other
3357,3,228,18,1080,2114,Spruce
3365,6,485,43,1082,2442,Other
3358,3,631,105,1165,2548,Spruce
3087,26,60,5,2676,1328,Other
3308,10,976,192,1622,2850,Spruce
3288,10,162,32,1360,684,Spruce
2827,25,120,79,1924,1008,Other
3114,12,228,-18,1910,902,Spruce
3118,13,285,-14,1867,842,Spruce
3170,2,268,17,1549,335,Spruce
3187,6,108,0,1328,272,Spruce
3279,4,120,29,1398,1230,Spruce
3249,5,569,139,1661,2371,Spruce
3133,18,524,117,1574,3561,Spruce
2777,29,247,111,2072,2214,Other
2722,24,201,75,2218,2380,Other
2639,16,42,7,2292,2577,Other
2629,16,124,18,2147,2616,Other
3011,16,470,142,2944,664,Other
3323,7,30,5,1226,1707,Other
3227,7,277,31,2227,1677,Spruce
3247,6,532,137,1641,2366,Spruce
2821,5,0,0,1965,2473,Other
2820,6,30,0,1969,2455,Other
2820,8,30,3,1973,2438,Other
2807,12,42,5,2008,2341,Other
2797,3,30,0,2012,2282,Other
2796,9,437,39,1909,2014,Other
2821,20,484,64,1896,2010,Other
2632,18,120,21,1994,2601,Other
2655,27,150,44,1879,2619,Other
2679,21,247,72,1594,2687,Other
2815,16,228,51,1690,1240,Other
2774,37,60,26,1988,999,Other
2757,22,30,6,2167,872,Other
2820,15,127,23,2496,702,Other
2900,28,300,78,2706,661,Other
3208,11,0,0,1321,511,Spruce
3243,7,524,133,1613,2385,Spruce
2817,4,0,0,1939,2480,Other
2815,6,0,0,1948,2446,Other
2808,20,430,47,1872,2041,Other
2881,11,503,176,1860,2046,Other
2697,24,270,93,1641,2642,Other
2805,10,190,41,1723,1231,Other
2801,22,108,52,1812,1158,Other
3177,1,335,24,1597,272,Spruce
3232,12,134,12,1729,1917,Spruce
3239,7,255,85,3462,721,Spruce
2810,9,30,-3,1930,2439,Other
2809,18,175,31,1920,2202,Other
2787,12,379,26,1850,2073,Other
2651,19,30,9,2239,2523,Other
2640,12,0,0,2274,2521,Other
2655,27,180,44,1979,2542,Other
2685,32,201,74,1863,2560,Other
3063,13,570,66,2697,1153,Spruce
3370,5,481,48,1230,2431,Other
3226,22,201,76,2509,1134,Spruce
3191,14,210,37,3207,865,Spruce
3325,20,1041,215,1470,2854,Spruce
3196,7,573,115,1440,3475,Spruce
2795,3,0,0,1914,2335,Other
2794,6,30,-2,1909,2322,Other
2835,20,182,57,1891,2168,Other
2881,11,443,142,1801,2102,Other
2665,18,85,33,2265,2490,Other
2669,12,108,39,2236,2491,Other
2717,28,256,106,1797,2542,Other
3325,20,342,62,1168,708,Spruce
3200,25,395,124,966,966,Spruce
3192,8,351,19,1577,127,Spruce
3374,4,488,35,1260,2407,Other
3264,15,551,170,3322,721,Spruce
2820,11,90,1,1854,2538,Other
2795,6,0,0,1884,2362,Other
2869,22,430,164,1770,2133,Other
2675,15,127,43,2230,2461,Other
2707,29,247,96,1878,2496,Other
3319,19,255,29,1253,828,Spruce
3368,6,450,46,1291,2471,Other
3168,22,30,11,2248,1441,Spruce
3211,30,256,80,2724,1019,Spruce
2930,19,437,49,1848,3055,Other
2825,11,120,6,1825,2563,Other
2779,16,295,25,1761,2163,Other
2843,22,362,104,1744,2160,Other
2851,23,376,112,1742,2161,Other
2655,12,30,3,2080,2445,Other
2651,8,30,3,2097,2442,Other
2668,17,242,35,2106,2437,Other
3227,24,454,151,912,1003,Spruce
2894,13,402,48,1779,2912,Other
2805,27,300,58,1723,2191,Other
2843,24,366,116,1711,2192,Other
2688,12,108,19,1855,2379,Other
2654,15,30,6,2106,2407,Other
2678,24,192,45,2178,2402,Other
3075,11,618,4,2713,1106,Spruce
3191,9,430,18,1651,190,Spruce
3372,7,481,50,1350,2454,Other
3363,4,391,41,1348,2542,Other
3186,17,331,32,3099,999,Other
3033,4,30,0,2624,1368,Other
3186,13,362,6,1996,1919,Spruce
2813,19,285,74,1690,2220,Other
2827,18,324,100,1682,2221,Other
2651,8,30,0,2047,2382,Other
2699,21,330,88,2001,2385,Other
2746,18,342,135,1830,2412,Other
3262,12,577,186,779,895,Spruce
3253,11,124,25,1533,853,Spruce
3102,31,210,71,2380,1606,Other
2862,11,277,43,1711,2773,Other
2780,8,42,5,1753,2435,Other
2800,23,247,61,1663,2251,Other
2670,21,67,19,2058,2347,Other
2679,23,85,27,2076,2345,Other
2710,22,212,66,2184,2341,Other
2694,20,277,61,2100,2345,Other
2698,20,297,66,2072,2347,Other
