Economical_ID,Name_Economical,Date_Economical,Headline_Economical,Description_Economical
2337,Interest rates,2015-12-16,US Federal Reserve raises rates for first time since 2006," Central Bank stresses that only ‘gradual’ rises are on the cards   
            "
2338,Interest rates,2015-12-16,Fed careful to nurture a recovery that needed it," Cautious appoach unlikely to derail consumer confidence   
            "
2339,Interest rates,2015-12-16,First rate rise in 9 years to test Fed’s new tools," Agency will also have to deal with massive portfolio and banks bursting with liquidity   
            "
2340,Interest rates,2015-12-14,Markets dragged down by oil prices ," Uncertainty rules as investors brace for Federal Reserve’s expected US interest rate hike    
            "
2341,Interest rates,2015-12-14,Fed’s next task will be to deal with balance sheet," Following on from rate rise is the issue of its $4.5 trillion portfolio   
            "
2342,Interest rates,2015-12-14,US Fed  expected to raise interest rates," Janet Yellen saw no reason to delay slow-paced series of rate increases    
            "
2343,Interest rates,2015-12-14,All eyes on bonds as Federal Reserve poised to unwind stimulus," When the Fed lifted interest rates in 1994, after six years, the bond markets collapsed   
            "
2344,Interest rates,2015-12-11,"Households in long-term arrears have more divorce, lower income"," Borrowers with mortgage debt  more likely to experience  unemployment, study finds   
            "
2345,Interest rates,2015-12-10,Bank of England leaves rates unchanged amid slower wage growth ," UK borrowing costs at record low since 2009   
            "
2346,Interest rates,2015-12-10,Bank of England expected to keep rates at record low," Decision comes as   US Fed  is poised to make its first increase in nearly a decade    
            "
2347,Interest rates,2015-12-09,Central Bank warns of Brexit risks,"   Growth, exports, labour market and financial sector could be affected  
            "
2348,Interest rates,2015-12-08,Central Bank warns investors against ‘excessive risk taking’ ," Regulator says increased uncertainty in the international economy could lead to  ‘rapid decline’ in asset prices   
            "
2349,Interest rates,2015-12-04,US payrolls increase more than forecast in November," Jobless rate in the United States held at a more than seven- year low of 5 per cent   
            "
2350,Interest rates,2015-12-04,Draghi’s campaign to boost euro zone prompts losses,"   Initiative still expected to accelerate Ireland’s recovery by weakening the euro  
            "
2351,Interest rates,2015-12-04,Draghi masterplan a big boost for Irish economy ," Bank chief Mario Draghi’s campaign should help further economic recovery in Ireland
            "
2352,Interest rates,2015-12-03,Fall in euro zone inflation raises odds of more monetary easing ," Core inflation 0.9% in year to November from 1.1% previous month, says Eurostat   
            "
2353,Interest rates,2015-11-30,Euro bond yields creep higher ahead of ECB move," Acut of at least 10 basis points in the ECB’s deposit rate to minus 0.30% expected this week   
            "
2354,Interest rates,2015-11-25,US consumer spending slows as savings get a boost ," Figures point to moderate economic growth in  fourth quarter   
            "
2355,Interest rates,2015-11-24,US economic  growth revised upwards to 2.1% for third quarter ," Resilience could help give the Federal Reserve confidence to raise interest rates    
            "
2356,Interest rates,2015-11-24,German business morale shrugs off VW scandal," New data also shows economic growth led by private, government consumption   
            "
2357,Interest rates,2015-11-24,Global debt defaults near milestone," Jump in corporate defaults driven largely by struggling US shale gas providers   
            "
2358,Interest rates,2015-11-18,"Fed pushed toward December hike last month, despite long-term concerns"," Minutes of last meeting show policymakers mostly united on likely rate increase   
            "
2359,Interest rates,2015-11-10,John FitzGerald: Why longer working  lives benefit society," Facilitating the over-65s to stay at work increases productivity and saves on pensions    
            "
2360,Interest rates,2015-11-10,OECD warns of property bubble risk," Think tank says Ireland has ‘robust’ growth and Budget 2016 was ‘reasonable’   
            "
2361,Interest rates,2015-11-07,US jobs surge triggers growing expectation  of interest rate hike," Jobless rate down to 5 per cent, half level it reached during worst days of recession   
            "
2362,Interest rates,2015-11-05,This is what everyone wants from the Bank of England," Governor Mark Carney to present economic forecast today and may indicate to markets when rate rise will happen   
            "
2363,Interest rates,2015-11-05,Fed chief Janet Yellen bullish on interest rate rise," ‘Downside risks’ to US economy lower since September   
            "
2364,Interest rates,2015-10-30,Ground impact: weighing up  the interest rate environment," The European Central Bank is pricing in the possibility that rates could be cut into negative territory    
            "
2365,Interest rates,2015-10-30,US growth slows despite rise in consumer spending  ," Main reason for  deceleration was  slowdown in stock accumulation by companies   
            "
2366,Interest rates,2015-10-30,"ECB to blame for Irish austerity, says UK Labour adviser"," Simon Wren-Lewis says bank should have ‘done its job’ earlier to act effectively as a lender of last resort   
            "
2367,Interest rates,2015-10-28,US Fed puts December rate hike firmly on the agenda," Market turmoil downplayed amid confidence that US labour market in recovery   
            "
2368,Interest rates,2015-10-28,Swedish central bank extends quantitative easing programme," Riksbank to purchase 200 billion kronor in bonds by end of June 2016     
            "
2369,Interest rates,2015-10-28,Long-term interest rates fall again on world  economy concerns ," Lower rates part of global moves showing worries about outlook for world economy   
            "
2370,Interest rates,2015-10-24,Cantillon: Purveyors of Irish debt  have to wait," An early election would make all the difference when it comes to issuing debt   
            "
2371,Interest rates,2015-10-23,China cuts rates again as growth engine stalls," Economic expansion on track to slip to 25-year low    
            "
2372,Interest rates,2015-10-23,Euro flat but shaky after ECB ambush surprises markets ," Frankfurt comments  on Thursday drove  currency to biggest one-day fall since January     
            "
2373,Interest rates,2015-10-20,Paul Krugman: A lot to learn from Denmark’s successes and failures," Relief to hear US presidential candidates talk about learning from other countries   
            "
2374,Interest rates,2015-10-19,China  logs weakest economic growth since 2009," Growth still beat expectations and raises pressure for further interest rate cut   
            "
2375,Interest rates,2015-10-19,Two-thirds of economists expect Fed to raise rates by end of year," Prediction comes despite warnings weaker data could put inflation target in doubt   
            "
2376,Interest rates,2015-10-14,"UK jobless rate hits 7-year low, BoE to note cooler pay growth"," Unemployment rate at lowest since mid-2008 at end of August   
            "
2377,Interest rates,2015-10-13,Michael Noonan: Full Budget 2016 speech," USC cuts and cigarette increase among measures announced by Minister for Finance   
            "
2378,Interest rates,2015-10-13,UK inflation rate dips into rare negativity reflecting weak prices ," BOE still thought to be months away from raising 0.5% interest rate    
            "
2379,Interest rates,2015-10-13,Slump in Chinese imports underlines economic concerns,"  Sluggish data will maintain anticipation of growth-boosting government measures    
            "
2380,Interest rates,2015-10-12,Three budget measures that never took off," Remember DIRT free savings for first-time buyers? Ahead of tomorrow’s Budget we look at some past measures that never took off   
            "
2381,Interest rates,2015-10-08,Economy may be on the up but debt still a burden," Recovery is underway in earnest but  public finances remain constrained   
            "
2382,Interest rates,2015-10-08,US jobless claims fall to near a 42-year low," Upbeat check on the health of the labour market despite recent slowdown in hiring   
            "
2383,Interest rates,2015-10-06,IMF predicts lowest global growth since 2009," China’s slowdown and tumbling commodity prices will slow economic growth   
            "
2384,Interest rates,2015-10-02,Consumers  with a little more money  are happy  to spend it ," Increases in sales of furniture and white goods  point to the release of pent-up demand   
            "
2385,Interest rates,2015-09-29,IMF  warns of emerging market firms’ €16  trillion debt ," Flood of central bank money may be masking bond market flaw   
            "
2386,Interest rates,2015-09-23,China  factory data casts pall over global markets," Flagging demand causes sharpest contraction in more than six years   
            "
2387,Interest rates,2015-09-20,Fed responds  to turmoil in emerging markets," Janet Yellen concerned that China’s slowdown is affecting the US economy    
            "
2388,Interest rates,2015-09-18,Noonan’s core theme: no return to boom and bust follies of the past ,"   Minister for Finance’s economic vision is for even growth, balanced budgets and rules-based policies 
            "
2389,Interest rates,2015-09-17,US Federal Reserve decides to leave interest rates unchanged," Fed  expresses concern about  effect of China’s slowing growth on American economy   
            "
2390,Interest rates,2015-09-17,Analysis:  What does the Fed decision mean?," Controling inflation  by    manipulating    the cost of borrowing is tricky business   
            "
2391,Interest rates,2015-09-17,‘I can’t remember a Fed meeting with so much anxiety’ ," Astonishment and deflation on the trading room floor as era of easy money continues    
            "
2392,Interest rates,2015-09-17, Fed keeps interest rate the same on concerns of  weak  economy," Global risks convince US central bank to delay what would be  first hike in nearly a decade   
            "
2393,Interest rates,2015-09-16,Weak US inflation complicates Fed rate decision," Dilemma is heatly economy juxtaposed with a disinflationary trend   
            "
2394,Interest rates,2015-09-16,Martin Wolf: ‘Made in China’ recession perfectly plausible," If it were to happen, a decision by the Fed to tighten now would  look downright foolish   
            "
2395,Interest rates,2015-09-16,London Briefing: City tries to get head around Corbynomics," Many dismiss Jeremy Corbyn but some are looking at how the radical policies might work    
            "
2396,Interest rates,2015-09-11,Brazilian firms have credit ratings cut to junk," Several leading Brazilian firms suffer credit downgrade amid country’s worst recession in decades   
            "
2397,Interest rates,2015-09-10,Bank of England keeps interest rates steady," Bank not worried about China slowdown   
            "
2398,Interest rates,2015-09-10,China tightens capital controls as it struggles with devaluation," Prospect of   US interest rate rise   US has further encouraged capital flight   
            "
2399,Interest rates,2015-09-09,Citigroup  sounds alarm bells over world economy," Bank sees next recession driven by emerging markets   
            "
2400,Interest rates,2015-09-09,Martin Wolf: Keep US interest rates low –  the world is still abnormal," After nearly seven years of zero interest rates, the inflation of which critics warned is invisible    
            "
2401,Interest rates,2015-09-08,John FitzGerald: Low interest rates are a double-edged sword," Low interest rates are affecting retired people but benefitting indebted households with young families   
            "
2402,Interest rates,2015-09-07,G20 tries to dispel fears over China,"   Worry over US-China links remains despite support for Beijing from EU ministers  
            "
2403,Interest rates,2015-09-06, Lagarde: no rush on Fed rate  decision," ‘It should really do it for good, if I may say,’ says IMF head. ‘In other words, not give it a try and have to come back’   
            "
2404,Interest rates,2015-09-05,US jobless rate drops sharply," Some see odds increasing on America’s first interest rate hike in nearly a decade   
            "
2405,Interest rates,2015-09-04,ECB president Mario Draghi opens door to expanding bond buy-back scheme," Quantitative easing will continue until the end of programme  ‘or beyond, if necessary”   
            "
2406,Interest rates,2015-08-31,European shares suffers worst monthly performance in four years," US stocks join renewed global sell-off over China woes   
            "
2407,Interest rates,2015-08-31,China crisis shakes confidence in   Fed ahead of pivotal meeting," Debate intensifies in US Federal Reserve over how soon to raise interest rates   
            "
2408,Interest rates,2015-08-31,Chris Johns: Hangover from crisis makes us incapable of optimism," European  economy is looking buoyant, led by robust labour market figures for Ireland   
            "
2409,Interest rates,2015-08-29,Door open for US rate rise in September ," Federal Reserve official says effect of Chinese slowdown on US exports will be small    
            "
2410,Interest rates,2015-08-28,World tries to catch up with China’s ‘new normal’," As volatility stalks global markets, China tries to restore confidence in economy   
            "
2411,Interest rates,2015-08-28,Market rollercoaster: should investors be spooked?," While the correction is severe, investors will know the rewards of enduring short-term turmoil   
            "
2412,Interest rates,2015-08-27,Markets surge on unexpectedly strong US growth figures," Annual US GDP revised up to 3.7%, Iseq up 3% on Thursday   
            "
2413,Interest rates,2015-08-26,Why it makes sense to be worried about China ," Events in the Chinese market are of wider significance   
            "
2414,Interest rates,2015-08-26,Annual house price inflation slows to under 10% in Dublin," Latest official figures show prices nationally rose by 0.9 per cent in July   
            "
2415,Interest rates,2015-08-26,Avinash Persaud: Why the Fed must not blink on interest rate rise," Monetary policy cannot confine itself to reacting to the latest inflation data   
            "
2416,Interest rates,2015-08-26,Other countries rebound as Beijing cuts rate allowing banks to lend more money," Fifth interest rate cut since November  expected to boost  activity   
            "
2417,Interest rates,2015-08-25,US Federal Reserve still expected to raise interest rates ,"   China’s market meltdown to feature as US central bankers meet at Jackson Hole 
            "
2418,Interest rates,2015-08-25,Chinese central bank cuts interest rates for fifth time," Bank also lowers amount of cash banks must set aside in bid to stem stock market rout   
            "
2419,Interest rates,2015-08-25,Black Monday adds to concerns about health of China’s economy," Stock market slide  is worst since 2009 global financial crisis   
            "
2420,Interest rates,2015-08-25,Paul Krugman: Persistent global weakness is the new normal," Investors remain jittery, with good reason   
            "
2421,Interest rates,2015-08-25,"After Black Monday, attention shifts to US Fed’s rate decision"," Analysis: If Fed re-emphasises desire for rate hike, market sell-off could re-intensify   
            "
2422,Interest rates,2015-08-24,‘Black Monday’ in China sparks stock dump and markets-plunge ," Europe slips up to 5% while Dow stages late rally, writes Simon Carswell in Washington    
            "
2423,Interest rates,2015-08-20,Kazakhstan relinquishes control of exchange rate in wake of Chinese devaluation," Central Asian country counts China among top trading partners   
            "
2424,Interest rates,2015-08-20,"Rate rise ‘approaching’, according to Fed minutes"," Federal Reserve policymakers expressed concern about lagging inflation    
            "
2425,Interest rates,2015-08-19,"Fed edges closer to a US interest rate hike, July minutes reveal"," Rate-setting policymakers said they only need ‘some’ more improvement in the jobs market   
            "
2426,Interest rates,2015-08-18,Central Bank accelerates sell-off of bonds issued after IBRC liquidation," Pace of sale now ahead of what was promised to ECB after controversial wind-up   
            "
2427,Interest rates,2015-08-17,Asia markets dragged down by volatile China stocks," In Europe markets look set for a higher open after Friday’s modest gains on Wall Street   
            "
2428,Interest rates,2015-08-15,The economy is up. But is it filtering down?," Ireland’s economy grows stronger every year. But recoveries happen more slowly than crashes, and cuts take years to reverse. A new series on the reality of life  in ‘Europe’s fastest-growing economy’ begins with this special report on unemployment   
            "
2429,Interest rates,2015-08-14,Irish mortgage rates still  higher than euro area average," New Central Bank data provide more evidence of   punitive rates being charged here   
            "
2430,Interest rates,2015-08-14,Stability or openness: can China now manage both?," The real test of the Communist Party’s popularity may have arrived as economy slows   
            "
2431,Interest rates,2015-08-12,Markets tumble after China pushes yuan lower again," Worse-than-expected industrial production numbers add further pressure on  currency    
            "
2432,Interest rates,2015-08-10,Grim China data keeps stimulus hopes alive," Deepening slowdown in demand keeps policy-makers on tenterhooks    
            "
2433,Interest rates,2015-08-10,Pay attention to facts not theories if you want to learn," Economists increasing at odds over financial theories   
            "
2434,Interest rates,2015-08-06,‘Super Thursday’ reveals forecast for  slow pick-up in inflation ," MPC meeting  reveals united front on rates slipped in August meetings   
            "
2435,Interest rates,2015-08-06,Cantillon: Lots of interest in new rate increases," An increase in interest rates in September looking probable but it’s not yet a slam dunk    
            "
2436,Interest rates,2015-07-30,US GDP rises 2.3% on increased consumer spending," First quarter gross domestic product revised upwards   
            "
2437,Interest rates,2015-07-30,US Federal Reserve postpones  interest rate rise," Increase put off pending further evidence of economic recovery   
            "
2438,Interest rates,2015-07-28,China markets rout resumes with 8.5% Shanghai sell-off," Shanghai stock market suffers second-biggest fall in its history   
            "
2439,Interest rates,2015-07-25,State fund to enter property market with €500 million ," NTMA will manage venture in plan to provide large loans to housing developers   
            "
2440,Interest rates,2015-07-24,Second half of 2015 begins on shaky note for global economy," New figures highlight weak trading in euro zone and China    
            "
2441,Interest rates,2015-07-24,Irish access to low debt costs reflects market confidence ," The NTMA tried to differentiate Irish debt from that of other crisis-struck countries   
            "
2442,Interest rates,2015-07-18,Chinese market interventions provide stability but reform  needed ," The Chinese government acted decisively, but fears of volatility still stalk the markets   
            "
2443,Interest rates,2015-07-17,Arthur Beesley: Greek deal built on two undermining fallacies," Lack of appreciable debt cut and investor confidence will hamper bailout’s effect   
            "
2444,Interest rates,2015-07-16,Troika report calls for ‘determined efforts’ to repair financial sector," Banks should have ‘leeway’ to set interest rates, new report says   
            "
2445,Interest rates,2015-07-15,Bank of England governor says interest rate rise  getting closer ," Mark Carney signals inflation fall will not stop increase in cost of borrowing   
            "
2446,Interest rates,2015-07-14,Bank of England governor warns  time for UK rates to rise is nearing ," Mark Carney says move is closer as economic recovery continues   
            "
2447,Interest rates,2015-07-14,Ireland’s sweetheart tax deals under threat as EU investigates," European Commission to  issue decisions on four test cases, including  Apple in Ireland,    
            "
2448,Interest rates,2015-07-13,An extraordinary weekend in the history of the euro zone," Clash between Germany and France is about Greece but also  about who is  in charge
            "
2449,Interest rates,2015-07-09,IMF sees euro area recovery    but says Greek debacle will take   toll ," Washington-based fund cuts global growth projection slightly because of US contraction   
            "
2450,Interest rates,2015-07-08,China Crisis: Beijing meets its match in the markets," Government hasn’t been found wanting for trying, but to no avail so far   
            "
2451,Interest rates,2015-07-08,China Crisis: Collapse may be correction to classic bubble," The real question is how much further will the stock market fall   
            "
2452,Interest rates,2015-07-08,Grexit would leave the euro frighteningly fragile," If Greece left it would guarantee default and generate permanent instability for  euro zone    
            "
2453,Interest rates,2015-07-03,Danish companies win higher interest by overpaying taxes," State now pays higher interest on overpaid corporate taxes than banks do on deposits   
            "
2454,Interest rates,2015-06-29,Arthur Beesley: market ructions over Greece has ominous echoes of 2008," The question is will the Greek crisis damage Ireland?   
            "
2455,Interest rates,2015-06-29,European stock markets shaken by Greek turmoil," Shares decline at worst rate since 2011 but euro still robust   
            "
2456,Interest rates,2015-06-26,Jim Yong Kim: World Bank chief seeks to slash extreme poverty ," Ahead of Dublin visit, health expert  discusses fighting poverty and sharing prosperity    
            "
2457,Interest rates,2015-06-25,Robust US consumer spending buoys economic growth outlook," Spending recorded its largest increase in nearly six years in May    
            "
2458,Interest rates,2015-06-23,China June factory activity shows signs of stabilisation," New orders returned to positive territory and new export orders fell at a much slower pace   
            "
2459,Interest rates,2015-06-18,US consumer prices post largest gain in over two years," Petrol prices up 10.4%, the biggest increase since June 2009   
            "
2460,Interest rates,2015-06-17,Federal Reserve  on  course for September rate increase," The central bank says the US economy is  “expanding moderately”   
            "
2461,Interest rates,2015-06-15,Asian shares and euro slip as Greece fails to reach debt deal," Euro down against the yen as investors selloff  Chinese shares    
            "
2462,Interest rates,2015-06-15,Chris Johns: Volatility in emerging markets offers investor opportunities ," Zimbabwe may be a contrarian idea too far   
            "
2463,Interest rates,2015-06-11,IMF’s ‘never again’ experience in Greece may get worse ," Analysis: IMF has lent more to Athens than any other borrower, has no control of programme    
            "
2464,Interest rates,2015-06-09,Economic and Monetary Union - learning by doing?," Many  blame EMU for  the great recession, but that  ignores the fact that the crisis also seriously affected the UK and the United States   
            "
2465,Interest rates,2015-06-04,IMF says US should delay in raising interest rates until 2016," Fund has  cut  US growth forecasts for second time this year   
            "
2466,Interest rates,2015-06-04,"UK house prices dipped in May, sees upward pressure"," But year-on-year rate of growth was at its highest since December   
            "
2467,Interest rates,2015-05-29,Shares hit by Greek and US uncertainty," Ryanair down almost 2% amid expectations it will accept IAG offer for Aer Lingus    
            "
2468,Interest rates,2015-05-28,ECB’s bond buying has brought ‘unqualified benefits’ - Honohan," Central Bank governor said there was a ‘broad distributional impact’ from the programme   
            "
2469,Interest rates,2015-05-28,O’Reilly challenges ECB for disclosing bond plans over dinner," EU ombudsman expects public response from Frankfurt within two weeks   
            "
2470,Interest rates,2015-05-21,China's factory activity shrinks for third month," Data shows persistent economic weakness that requires increased policy support   
            "
2471,Interest rates,2015-05-20,Is the bull market’s bellow softening?," If the ECB succeeds with its endeavours and so the recovery continues to gain pace, then bond yields should rise a great deal   
            "
2472,Interest rates,2015-05-18,New figures  suggest China’s property downturn may be easing," However, analysts warned that any recovery in the market will take some time   
            "
2473,Interest rates,2015-05-13,European shares fall but Irish market up," Boost for Permanent TSB as bank removed from S&P’s credit watch list   
            "
2474,Interest rates,2015-05-13,Mark Carney expected to warn markets on interest rate rise timing," London Briefing: Bank of England quarterly inflation report follows strong industrial output figures   
            "
2475,Interest rates,2015-05-12,   Promissory note profit hidden in Central Bank footnote ," Bonus on notes deal won’t offset the cost of what Irish public has been through   
            "
2476,Interest rates,2015-05-11,Bank of England keeps rates steady before inflation update," Most economists do not expect the BoE to raise interest rates   
            "
2477,Interest rates,2015-05-11,Mark Carney may be getting ready to unsettle investors ," Traders predict BOE will offset tight fiscal policy by holding borrowing costs at a record low for longer   
            "
2478,Interest rates,2015-05-11,Eurogroup ministers meet for two days of talks on Greece ," Greek PM Alexis Tsipras says four-month impasse now a question of ‘political will’   
            "
2479,Interest rates,2015-05-09,Cantillon: Euro zone borrowing costs likely to rise," Standard & Poor’s says low borrowing costs unlikely to trigger rating upgrades   
            "
2480,Interest rates,2015-05-09,US job growth rebounds," Unemployment rate drops to  near seven-year low   
            "
2481,Interest rates,2015-05-08,Central Bank data indicates Irish variable rates  2% higher," Figures show average variable rates in Ireland remain way out-of-kilter with euro area   
            "
2482,Interest rates,2015-05-05,April tax take below target but 2015 still ahead of schedule," Spike in corporation tax revenue fails to offset disappointing figures for VAT and Dirt tax   
            "
2483,Interest rates,2015-04-28,Obamacare proves to be in rude health despite critics’ predictions," The number of Americans without health insurance has fallen by about 15 million   
            "
2484,Interest rates,2015-04-27,Noonan to call in lenders to discuss mortgage rate cuts," Minister  welcomes Ulster Bank move to engage customers   
            "
2485,Interest rates,2015-04-24,Warning for Government as costs start to increase," Recent price reductions at risk of being reversed, cautions competitiveness council   
            "
2486,Interest rates,2015-04-20,Davy forecasts 9.4% rise in house prices despite ‘illiquid’ market," Brokerage says new Central Bank lending rules will anchor inflation to wage growth   
            "
2487,Interest rates,2015-04-20,"Irish economy in ‘sweet spot’, says Goodbody"," Tax receipts will beat targets by €2bn, pointing to ‘leeway’ for focused budget giveaways   
            "
2488,Interest rates,2015-04-16,Euro zone government bond yields sink to historic lows," Global stocks touch a fresh record high while Brent oil surges   
            "
2489,Interest rates,2015-04-15,Greece casts shadow as ECB leaves rates unchanged," Frankfurt also sanctions further emergency funding for Greece’s banks up to €74 billion
            "
2490,Interest rates,2015-04-15,China growth slows to 6 year low as stimulus fails to find traction," Gross domestic product grew an annual 7 per cent in the first quarter   
            "
2491,Interest rates,2015-04-15,IMF raises prediction for Ireland’s growth rate," Irish economy forecast to expand 3.9% this year, up from 3.5% three weeks ago   
            "
2492,Interest rates,2015-04-13,ECB bond-buying   sees German 10-year yields heading below zero," Fresh concerns over side effects of ECB bond-buying programme   
            "
2493,Interest rates,2015-04-10,China consumer inflation unchanged in March," Pressure on profit margins  as Beijing struggles to stimulate growth   
            "
2494,Interest rates,2015-04-03,Weak US job growth  could delay anticipated   rate hike ," Non-farm payrolls increased 126,000 last month, the smallest gain since December 2013    
            "
2495,Interest rates,2015-04-01,Central Bank warns Government over fiscal stance," Economic recovery continuing, bank says, but cautions against fanning of cyclical pressures   
            "
2496,Interest rates,2015-03-31,John FitzGerald: Time to build on our economic turnaround ," Ireland may be able to recover about half of the very large sum needed to recapitalise the banks    
            "
2497,Interest rates,2015-03-30,Biggest fear is that Greece might exit Euro by mistake," Greece is in danger of sinking under the burden of its debt, putting repayments of about €500 bn owed  in jeopardy   
            "
2498,Interest rates,2015-03-27,"Noodles, FTAs and China’s new high-spending   middle class "," Economist with Asian Development Bank explains Asia’s new-found spending power   
            "
2499,Interest rates,2015-03-19,NTMA sells T-bills at negative interest rate for first time," State pays -0.01% for €500m in six month borrowings as Government benefits from QE and low inflation environment   
            "
2500,Interest rates,2015-03-18,US Fed raises prospect of interest rate hike  as it drops ‘patience’ vow ," Central bank cuts  forecasts for growth and projects shallower path for rate rises   
            "
2501,Interest rates,2015-03-18,John Plender: Are we in a government bond market bubble?," Euro zone sovereign bonds are moving towards losing touch with fundamentals   
            "
2502,Interest rates,2015-03-18,Martin Wolf: ultra-low interest rates are not a plot by central bankers," Those betting on inflation jumps and a bond-market rout will be disappointed   
            "
2503,Interest rates,2015-03-17,Dollar strength is weakness as euro migrates its slump," The US isn’t exactly booming but it looks great compared with Europe   
            "
2504,Interest rates,2015-03-16,Markets  on lookout  for hint of interest rate  hike at  critical Fed meeting ,"  The US Federal Reserve will make an interest rate decision on Wednesday, with rates expected to be left unchanged.
            "
2505,Interest rates,2015-03-13,Fall in the euro’s value bears fruit in Clones and beyond," Border town  has seen  uplift  but  hotels and firms such as Glanbia are also poised to benefit   
            "
2506,Interest rates,2015-03-12,US stocks up despite decrease in retail sales," US stocks rose as a report showed retail sales unexpectedly fell, bolstering the case for keeping interest rates low   
            "
2507,Interest rates,2015-03-10,Sterling reaches seven-year high against euro ," Euro falls below 71 pence for  first time since December 2007 to trade at 70.95 pence   
            "
2508,Interest rates,2015-03-10,Paul Krugman: No inflation bogeyman for US Fed to fret about ," Interest rate increase could cost economy millions of jobs and trigger deflationary trap   
            "
2509,Interest rates,2015-03-09, Keynesian odd one out of  Germany’s five ‘wise men’,"  One of the ‘wise men’ who advise Merkel, the economist is  a prophet in the desert   
            "
2510,Interest rates,2015-03-06,Sharp rise in US jobs figures sends dollar soaring," Speculation that the Fed is nearing its first interest-rate rise in nearly a decade   
            "
2511,Interest rates,2015-03-06,US unemployment hits six-year low in February ," Better-than-expected numbers could encourage Fed to hike interest rates in June   
            "
2512,Interest rates,2015-03-06,Euro remains anchored at 11-year low against   dollar," Single currency broke below $1.0980 for the first time since September 2003    
            "
2513,Interest rates,2015-03-05,ECB to start bond-buying programme next week," European Central Bank revises growth forecast upwards   
            "
2514,Interest rates,2015-03-03,Interest rates rise to 30% in Ukraine," Central Bank will raise rate from 19.5% to try to rein in rocketing inflation   
            "
2515,Interest rates,2015-02-28,Central Bank ready to buy €700m per month of Irish bonds,"    Quantitative easing  of €1.1 trillion likely to begin  after  Thursday’s ECB council meeting 
            "
2516,Interest rates,2015-02-27,"US economy slows, but growth outlook favourable"," GDP expanded at a 2.2%  annual pace, revised down from  2.6%     
            "
2517,Interest rates,2015-02-25,Yellen keeps US Federal Reserve’s options open on interest rates rise," Fed chairwoman strikes cautious note on economy highlighting   sluggish wage growth   
            "
2518,Interest rates,2015-02-24,US stocks surge as Yellen says rates to stay same," Fed chair says she will give out warning before moving on rates   
            "
2519,Interest rates,2015-02-19,Federal Reserve  committee divided on raising interest rates," US central bank retains cautious stance towards normalising monetary policy   
            "
2520,Interest rates,2015-02-18,French president overrides parliament to push through reforms," Move underlines François Hollande’s determination to   kick-start France’s economy   
            "
2521,Interest rates,2015-02-17,'Excessive' variable mortgage rates should be investigated," Variable interest rates charged by Irish financial outlets ‘excessive’, says Brian Hayes 
            "
2522,Interest rates,2015-02-16,Negative  rates could shake up the financial system," Falls in European interest rates into negative territory could profoundly affect the workings of the financial system experts say   
            "
2523,Interest rates,2015-02-14,Rise in German consumer demand propels euro zone to modest growth,"   Bloc’s economy grows 0.3% between third and fourth quarters of 2014, data shows 
            "
2524,Interest rates,2015-02-06,Government pays off €3.5 billion in IMF debt early ," Early repayment plan means further €5.5 billion to be paid in ‘coming months’   
            "
2525,Interest rates,2015-02-03,Apple’s $6.5bn bond fuels speculation interest rate hikes are on way," The iPhone maker issued $6.5 billion of debt Monday, locking in borrowing costs for as long as three decades   
            "
2526,Interest rates,2015-02-03,Ireland launches debut 30-year bond sale to lock in low yields," Some €4bn raised in sale at a yield of just below 2.1%   
            "
2527,Interest rates,2015-02-03,Irish recovery on-track but growth to slow down - Moody’s," Ratings agency says risks arising from banking sector have reduced   
            "
2528,Interest rates,2015-01-29,Federal Reserve remains patient over rates hike," Central bank says  US economy is expanding at a ‘solid’ pace    
            "
2529,Interest rates,2015-01-23,Irish bond yields hit new low after QE annoucement," Government borrowing costs fall to 1.065 per cent as Frankfurt unveils bond buying plan   
            "
2530,Interest rates,2015-01-23,US executives fear Fed’s power may be curtailed by EU ," Views contrast with market expectations of imminent increase in benchmark rate   
            "
2531,Interest rates,2015-01-23,Analysis: Draghi takes action to spark euro zone back to life," Might of ECB has unleashed Quantitative Easing  to fight  deflationary spiral   
            "
2532,Interest rates,2015-01-22,Markets rally after ECB chief announces bond-buying," ECB unveiled landmark €60bn-a-month plan to spark euro zone recovery
            "
2533,Interest rates,2015-01-20,Mortgage demand increases ahead of new lending curbs," Survey by Central Bank anticipates tighter credit standards loans for house purchases    
            "
2534,Interest rates,2015-01-19,Honohan address: ‘some lessons learnt from the EU-IMF Programme’," Address by Governor Patrick Honohan to the IMF-CEPR-Central Bank of Ireland Conference, Dublin Castle   
            "
2535,Interest rates,2015-01-19,Mario Draghi’s quantitative tease shows signs of finally ending," Pressure on ECB president to press QE button at policy meeting on Thursday   
            "
2536,Interest rates,2015-01-16,US consumer prices post biggest drop in six years," Labor Department says Consumer Price Index fell 0.4% last month   
            "
2537,Interest rates,2015-01-16,Transcript of interview with Benoît Cœuré," ECB official advises Ireland to keep finances on prudent track   
            "
2538,Interest rates,2015-01-16,Benoit Coeuré interview: ECB advises Ireland to be ‘as conservative as possible’," Executive  discusses budgets, bondholders, Trichet letters and banking inquiries   
            "
2539,Interest rates,2015-01-15,Swiss franc jumps nearly 30% after euro cap is scrapped," Decision seen as risky move as franc crashes through euro limit   
            "
2540,Interest rates,2015-01-15,German economy at its strongest in three years in 2014," Economy expanded by 1.5% last year, according to estimate   
            "
