News_ID,CompanyName_News,Date_News,Headline_News,Description_News
5336,GLANBIA,2016-02-29,China’s economic plans lift stocks," Oil prices rally as Saudi Arabia agrees to work with others to calm volatility
"
5337,GLANBIA,2016-02-27,"Business Week: Brexit, Boucher and Belmond"," The prospect of a Brexit has dominated the news since Cameron announced referendum
"
5338,GLANBIA,2016-02-24,Markets on the slide again as oil price drifts down," In Dublin Permanent TSB suffers most from global sell-off in financials 
"
5339,GLANBIA,2016-02-19,European shares end week on sour note,"Oil prices down 4%, with Brent on track for third straight week of losses 
"
5340,GLANBIA,2016-02-19,Rally in world stocks cool as EU Brexit summit begins,"FTSE lower on mining stocks and growing concern over possibility of British EU exit 
"
5341,GLANBIA,2016-02-17,Rally in mining stocks pulls markets up across Europe," Glencore gains 16.6% in London, touching highest level since November
"
5342,GLANBIA,2016-02-09,More than €4bn wiped from Dublin market," Growth fears cause global shares slide
"
5343,GLANBIA,2016-01-29,Relief for markets as global equities rise,"Petroceltic gains 74% after receiving bank waiver to allow it to continue sale talks 
"
5344,GLANBIA,2016-01-15,Planet Business," ‘Anti-goldilocks’ economy, the fate of ‘Mega Mao’ and lots and lots of cream
"
5345,GLANBIA,2016-01-13,European shares rally as concerns over China ease," Wall Street suffers as price of Brent crude drops below $30 a barrel
"
5346,GLANBIA,2016-01-12,Car-makers and retailers lead way as European shares rally," Dublin stages comeback as shares in Ryanair, Smurfit and Glanbia gain ground
"
5347,GLANBIA,2015-12-29,Iseq gains as FTSE held back in thin trading," European stocks rise on banking sector buoyancy as Dow follows suit
"
5348,GLANBIA,2015-12-15,Cantillon: Just one in 10 board members are women,"Origin ranks well in terms of gender balance, with 44 per cent of its board being women 
"
5349,GLANBIA,2015-12-11,Chinese tycoon Guo Guangchang reported missing," Head of China’s biggest investment describes himself as the ‘Chinese Warren Buffet’ 
"
5350,GLANBIA,2015-11-14,Weak earnings hit European shares," CRH and Origin among top risers in Dublin as Iseq ends flat after sluggish trading
"
5351,GLANBIA,2015-11-13,Indicators point to a deepening  recovery as growth intensifies," Latest evidence from trading statements and tax data shows growth intensifying
"
5352,GLANBIA,2015-11-11,European stocks climb on earnings reports,"Equity markets shrug off mixed Chinese datashowing lower than expected growth 
"
5353,GLANBIA,2015-11-10,Glanbia director at centre of milk quota investigation resigns ,"Carroll had been focus of official investigation into milk quota infringements 
"
5354,GLANBIA,2015-11-05,European shares slide over US rate fears," Volkswagen drops 7.9% over faulty readings in petrol-powered vehicles
"
5355,GLANBIA,2015-10-23,Markets surge on Draghi statements," ECB president’s signal that stimulus will continue gives boost to markets
"
5356,GLANBIA,2015-10-17,Market concern grows over weak inflation data," Fears thatUS Federal Reserve may wait until deep into 2016 before hiking interest rates
"
5357,GLANBIA,2015-10-15,China and US worries weigh on markets,"Bad day on Iseq forcompanies with Chinese focus as FTSE drops 1.2%
"
5358,GLANBIA,2015-10-07,Fiona Muldoon appointed as FBD chief executive," Former Central Banker had been interim head of insurance firm
"
5359,GLANBIA,2015-09-23,European stocks   run out of steam midway through session,"Airlines up as Ryanair, IAG and Easyjet all record rises, while Paddy Power loses 1% 
"
5360,GLANBIA,2015-09-19,Market report: Fed decision on rates weighs on markets ,"International sentiment drives CRH, Smurfit Kappa and food sector lower
"
5361,GLANBIA,2015-09-12,Investors hold back ahead of US Fed data," Quiet day for Dublin with Origin Enterprises and Applegreen among biggest movers
"
5362,GLANBIA,2015-08-21,Stocks slide again over concerns about global growth,"FTSE 100now 10% belowall-time highin April afterworst losing run in four years
"
5363,GLANBIA,2015-08-19,Investors fret over potential for global slowdown," Bundestag backing for another Greek deal fails to cheer European markets
"
5364,GLANBIA,2015-08-14,European stocks have worst week in month after Chinese devaluation," In Dublin insurer FBD rebounds despite reports of capital shortfall 
"
5365,GLANBIA,2015-08-12,China woes spook markets for a second day," Investors fear the Chinese slowdown will affect western consumer goods producers
"
5366,GLANBIA,2015-08-05,Société Générale results boost European stocks," Swiss-Irish food group Aryzta up 2% on purchase of Hungarian bakery company Fornetti
"
5367,GLANBIA,2015-07-08,Europe markets extend four-month low,"Euro hits five-week low against dollar as euro zone leaders hold emergency summit 
"
5368,GLANBIA,2015-07-01,"Stocks rally, then pare gains, on Greek deal uncertainty"," Lower oil prices boost airlines across Europe, but there are mixed fortunes for carmakers
"
5369,GLANBIA,2015-05-14,Member of Glanbia’s co-op vote to cut stake in plc ," Move is designed to free up €238 million at a time of significant expansion indairy sector
"
5370,GLANBIA,2015-05-13,European shares fall but Irish market up," Boost for Permanent TSB as bank removed from S&P’s credit watch list
"
5371,GLANBIA,2015-05-12,Revenues up 10.5% at Glanbia as it benefits from strong dollar ," Group forecasts potential full-year EPS growth of over 20% due to exchange rates but is hit by falling dairy and US cheese prices as stock falls by 1.8% in Dublin
"
5372,GLANBIA,2015-04-29,Poor  US growth data triggers global sell-off," Markets fall across Europe amid shareholder caution and profit-taking
"
5373,GLANBIA,2015-04-21,Markets: CRH climbs as business improves ," European investors shrug off Greek worries as China stimulus lifts spirits
"
5374,GLANBIA,2015-03-23,FTSE 100 hits fresh high as mining stocks rally," But European equities decline overall as car stocks go into reverse
"
5375,GLANBIA,2015-03-18,Glanbia shareholder proposes stock sale and distribution," Move involves transferring 10m shares to society members
"
5376,GLANBIA,2015-03-09,Cliff Taylor: Dairy industry faces opportunity and volatility," End of milk quotas has led to unprecedented investment surge, but problems remain
"
5377,GLANBIA,2015-03-07,Milking it: what’s in store for the Irish dairy industry when quotas end," In the post-quota milk world, social and geopolitcal upheavals from Shanghai to Moscow will be felt in Irish farms and fields
"
5378,GLANBIA,2015-03-06,European equities rise as ECB commits to asset purchases," TheDax index closed at a record high in Frankfurt, as the FTSE 100 in London hovers below 7,000 level
"
5379,GLANBIA,2015-02-27,Food and beverage stocks drive European markets higher," Dublin’s Iseq index underperforms European bourses but remains positive
"
5380,GLANBIA,2015-02-25,US Fed and buoyant Chinese lift markets,"Glanbia results please markets after fifth consecutive year of double-digit growth 
"
5381,GLANBIA,2015-02-06,Dollar jumps as US labour figures rise ,"Dublin market ‘a bit weaker overall’ in line with European sentiment
"
5382,GLANBIA,2015-01-15,Sharp fall in global markets in wake of World Bank report," Global sell-off throws off indices and sees Irish market close almost 1 per cent down
"
5383,GLANBIA,2015-01-08,Investor optimism lifts European stocks,"Weaker-than-forecast inflation bolsters case for ECB to begin quantitative easing 
"
5384,GLANBIA,2014-12-30,Greek stocks plunge 11%  amid political uncertainty," Ryanair, Smith and Nephew and Novo Nordisk make gains on day of thin trade across Europe
"
5385,GLANBIA,2014-12-15,How we can stop wasting so much food ," Food waste conference organised by EPA’s Stop Food Waste campaign hears of progress 
"
5386,GLANBIA,2014-11-07,Markets relax as ECB promises more help,"Iseq is up 0.3% and national benchmark indexes rise in 13 of 18 European markets 
"
5387,GLANBIA,2014-11-03,"Week One: Pricewatch five-grand challenge. Cut your spending by €5,000 a year"," Every Monday for the next seven weeks we will look at different ways to reduce your spending in personal transport, insurance, holidays and other costs. By mid-December we’ll have shown you how to save €5,000 a year. This week: cut €2,000 from your grocery bill
"
5388,GLANBIA,2014-10-29,European stocks rise on strong earnings data," Dublin market underperforms asC&C falls sharply and major stocks lose ground
"
5389,GLANBIA,2014-10-24,Why is the Iseq such a bastion of brotherhoods?," Less than one in 10 directors of the biggest Irish plcs are female
"
5390,GLANBIA,2014-09-25,European values slip to one-month low,"Ryanair climbs 1.2% but Iseq ends session little changed as index sheds early gains
"
5391,GLANBIA,2014-09-17,US  stocks rise on positive Fed hopes,"Speculation thatFed could raise interest rates sooner and faster thanpredicted 
"
5392,GLANBIA,2014-09-13,Markets wary of possible US rate rise ,"Iseq makes modest gains with Glanbia, Dalata and CPL Resources all up
"
5393,GLANBIA,2014-08-18,Strong results expected from Glanbia despite challenges," Global nutrition and ingredients group forecast to report first-half revenues of €1.2bn
"
5394,GLANBIA,2014-08-08,Markets fall back as investors lock in profit," Irish food stocks perform well despite concerns over Russian ban on food imports
"
5395,GLANBIA,2014-07-08,Stocks fall across Europe as rally ends," Top companies on Irish market, such as Aer Lingus, in retreat as Iseq index closes down 1.1%
"
5396,GLANBIA,2014-06-19,Investors hold back before US Federal Reserve decision on monetary policy," Aer Lingus, Ryanair and otherhigh-profile stocks see declines in Dublin
"
5397,GLANBIA,2014-06-16,Moloney to replace Buckley at DCC," Former Glanbia MD to take over international conglomerate
"
5398,GLANBIA,2014-05-14,European shares hit multi-year highs amid better than expected earnings," Resignation of Paddy Power CEO drags down Irish market
"
5399,GLANBIA,2014-05-12,For your diary," A round-up of business events happening this week
"
5400,GLANBIA,2014-04-22,"Value means buying the ugly ducklings, not the darlings"," A new fund consists of the markets currently most loathed – including Ireland, Greece and Russia – but there’s no room for the US, the UK or Germany
"
5401,GLANBIA,2014-03-27,Agri-Food - Funding New Routes to Growth,"EY partners Graham Reid and John Higgins interviewed agri-food companies and banks about how Ireland can maximise its potential in this expanding market, and ask is there a lack a funding that will potentially strangle this growth?"
5402,GLANBIA,2014-03-14,European stocks fall on Crimea standoff," UK grocer Morrison drags retailers lower, but there are gains for Lufthansa and INM
"
5403,GLANBIA,2014-03-12,Iseq climbs as European stocks tread water,"Investors weigh mixed economic data and developments in Ukraine 
"
5404,GLANBIA,2014-02-14,Clongowes Wood College  farm caught up in milk quota investigation," Issue arose when private school’s 400-acre dairy farm bought new stock
"
5405,GLANBIA,2014-02-14,European shares snap winning run," Bank of Ireland advances to 32 cent but Iseq closes out session marginally down
"
5406,GLANBIA,2014-02-10,European stocks little changed as investors wait to hear from Yellen," Iseq underperforms, as major stocks CRH and Ryanair slip
"
5407,GLANBIA,2014-02-05,Markets pause for breath after Monday’s drubbing," Iseq quiet as European shares make little headway
"
5408,GLANBIA,2014-01-25,Stocks plunge globally following emerging markets selloff,"European stocks post their biggest weekly decline in seven months 
"
5409,GLANBIA,2014-01-09,European stocks fall after Draghi warning,"Iseq posts gain after CRH advances to highest price since June 2010
"
5410,GLANBIA,2013-12-20,Euro holds steady after EU downgrade,"Gold on track for the biggest annual loss in more than three decades 
"
5411,GLANBIA,2013-12-11,Markets slip as Christmas wind-down begins," Smurfit Kappa bounces back in quiet day on Dublin exchange
"
5412,GLANBIA,2013-12-04,Global stocks slide on US stimulus fears," Iseq ends difficult trading day, losing 2.15% as index heavyweights lose ground
"
5413,GLANBIA,2013-11-20,That sound you hear is the glass ceiling starting to crack," Currently, 85 per cent of non-executive board members and 91 per cent of executives are men
"
5414,GLANBIA,2013-11-11,Stocks up on positive industrial data from China," USmarkets were becalmed as the bond markets closed for Veterans’ Day
"
5415,GLANBIA,2013-10-30,European markets play Fed waiting game," There are gains for C&C, Next and Volkswagen, while Pearson and LinkedIn retreat
"
5416,GLANBIA,2013-10-12,Globl markets tread water as they wait for news on US government shutdown," Iseq nudges down a fraction on light trading
"
5417,GLANBIA,2013-10-03,Indexes retreat as European values slide," Iseq ends session lower almost 2% down with Paddy Power most significant mover
"
5418,GLANBIA,2013-09-19,Positive mood after news from Fed," CRH helps the advance in Dublin as market goes along withupward trend
"
5419,GLANBIA,2013-09-18,Investors fret over extent of Fed’s taper ," Ryanair continues advance following announcement of 10-year Stansted deal
"
5420,GLANBIA,2013-09-16,Stocks gain as Summers quits Fed race," Progress in Syria talks also boosts shares
"
5421,GLANBIA,2013-09-14,Stocks gain on upbeat data from China," Aer Lingus share price down with reports that profits will be lower than guided
"
5422,GLANBIA,2013-09-11,Stocks rise as US eases off Syria strike plan," Apple falls, but chipmaker Arm advances after new iPhone launches
"
5423,GLANBIA,2013-08-26,Italian stocks lead European markets lower," Pharmaceutical firms make gains after Amgen agrees to buy Onyx
"
5424,GLANBIA,2013-08-22,World shares rise on better-than estimated manufacturing data," Nasdaq halts all trading over technical glitch
"
5425,GLANBIA,2013-08-22,Moloney prepares for pastures new after Glanbia," Cantillon: outgoing managing director’s legacy will be that he completely changed the direction of the business
"
5426,GLANBIA,2013-08-22,Markets nervous ahead of  release of  US Federal Reserve  minutes ," Dublin is largely flat but outperforms its European peers 
"
5427,GLANBIA,2013-08-21,Clouds gather over European bourses as the US sees a silver lining," Wall Street stocks rose after a four-day dip on the back of better-than-expected results from some well-known retailers
"
5428,GLANBIA,2013-08-06,Irish market little changed on a quiet day," FTSE falls on back of worse than expected earnings from HSBC
"
5429,GLANBIA,2013-07-26,Concerns over China weigh on markets ," Smurfit Kappa a highlight as Dublin holds up against negative European backdrop
"
5430,GLANBIA,2013-07-10,Stocks soar as US earnings season opens," Dublin closes up again as Smurfit Kappa shares gain 3.7% to break €13
"
5431,GLANBIA,2013-07-02,Stocks rise as surveys show stability in European economy ," Iseq slightly ahead of European markets but broadly in line with activity on the FTSE
"
5432,GLANBIA,2013-06-26,European shares rebound off six-month lows," Main movers in Dublin include CRH and Glanbia
"
5433,GLANBIA,2013-06-21,European stocks suffer worst day  in 19 months," Elan and Ryanair buck the trend in Dublin as markets succumb to widespread sell-off
"
5434,GLANBIA,2013-05-23,Fed Reserve bond buying rallies markets   ," Global stocks, bonds and currencies took a wild ride yesterday after Federal Reserve chairman Ben Bernanke said the US central bank’s massive bond-buying programme would remain in place, even as the Fed considers cutting back stimulus in coming months.
"
5435,GLANBIA,2013-05-21,FTSE closes at near record high   ," Small gains follow weak market trading
"
5436,GLANBIA,2013-05-17,Car stocks lead European shares higher   ," Dollar at nearthree-year high amid speculation on future of Fed’s asset-buying programme
"
5437,GLANBIA,2013-05-15,Better than expected company results lead European shares higher   ," Strong interim management statements in Dublin have little impact on market 
"
5438,GLANBIA,2013-05-07,European markets rise on good figures   ," Germany shows signs of returning to growth as Portugal completes bond sale
"
5439,GLANBIA,2013-04-23,Staying local has cost Irish investors an opportunity   ," While the Iseq languishes,the S&P 500 has erased losses from the Lehman Brothers crash
"
5440,GLANBIA,2013-03-28,European stocks fall to three-week low   ," Trading was ‘light’ on the Dublin market yesterday as it approaches Easter
"
5441,GLANBIA,2013-03-18,Irish exchange bucks trend as markets across Europe retreat on Cyprus concerns," Bank of Ireland, Glanbia and C&C lead Dublin stocks higher in holiday trading
"
5442,GLENVEAGH PROPERTIES,2019-07-08,European shares dip as Deutsche Bank overhaul weighs on banks," Iseq drops 0.4%, although Permanent TSB rises 5.1 per cent to €1.32
"
5443,GLENVEAGH PROPERTIES,2019-07-03,Stocks surge on Lagarde nomination to ECB," Markets close: S&P 500 hits new record high while Iseq outperforms most euro-zone peers
"
5444,GLENVEAGH PROPERTIES,2019-06-27,Kudlow comments stoke US-China trade fears," Iseq treads water on thin trading volumes
"
5445,GLENVEAGH PROPERTIES,2019-06-25,Middle East sanctions trouble stock markets," Irish shares outperform European peers as trade jitters hit markets
"
5446,GLENVEAGH PROPERTIES,2019-06-18,Draghi stimulus hints send European stocks higher," Iseq underperforms European peers but rises almost 0.7% on the day
"
5447,GLENVEAGH PROPERTIES,2019-06-15,South Dublin council targets luxury scheme for social housing," Local authority aims to secure all 90 units in Dundrum development
"
5448,GLENVEAGH PROPERTIES,2019-06-10,Glenveagh Properties attracts interest after recent acquisitions," Markets report: Easing of tensions over tariffs between US and Mexico lifts global stocks
"
5449,GLENVEAGH PROPERTIES,2019-06-07,Competition for Poolbeg site increases as Glenveagh hints at interest," Nama to begin recruiting development partners shortly to build 3,500 homes on site
"
5450,GLENVEAGH PROPERTIES,2019-05-28,"Waterford engineer’s €50m windfall, Fiat’s French merger and gripes over Glenveagh"," Business Today: the best news, analysis and comment from The Irish Times business desk
"
5451,GLENVEAGH PROPERTIES,2019-05-28,Glenveagh executives shares plan criticised ahead of AGM," Glass Lewis maintain so-called founder shares scheme ‘appears excessive’
"
5452,GLENVEAGH PROPERTIES,2019-04-24,Big investors offer ‘key solution’ to Dublin’s housing crisis," Report says new apartment builds unviable without institutional buyers
"
5453,GLENVEAGH PROPERTIES,2019-04-19,Glenveagh seeks to build 274 apartments in Cork," Listed group applying directly to An Bord Pleanála under fast-track rules
"
5454,GLENVEAGH PROPERTIES,2019-04-06,"The changing face of Irish home ownership – who wins, who loses?"," Ireland is undergoing a shift from owning to renting. What does this mean for people?
"
5455,GLENVEAGH PROPERTIES,2019-04-05,Glenveagh founders enjoy €23.7m in pay and stock," Top executives benefit from conversion of founder’s shares in listed housebuilder
"
5456,GLENVEAGH PROPERTIES,2019-03-18,FTSE 100 exporters rise after sterling declines," European shares flat as Deutsche Bank and Commerzbank tie-up lifts financial stocks
"
5457,GLENVEAGH PROPERTIES,2019-03-06,Irish stocks dip amid mixed reaction to company results," Investor confidence in a rally that has sent European stocks shooting up this year shows signs of fraying
"
5458,GLENVEAGH PROPERTIES,2019-03-06,"Private sector may never be able to supply 35,000 homes, housebuilder warns"," Glenveagh Properties says private market does not have resources to meet demand
"
5459,GLENVEAGH PROPERTIES,2019-03-05,China economic data puts dampener on global markets," Iseq rose 0.34%, helped by banks and property names
"
5460,GLENVEAGH PROPERTIES,2019-02-20,Rent-only apartment schemes on the up but ownership declines," Dublin will have 3,000 new apartments in 2019 – most privately rented
"
5461,GLENVEAGH PROPERTIES,2019-01-31,Buying a new home in 2019? Here’s what’s coming," Our list of schemes in Dublin and its environs shows improved supply
"
5462,GLENVEAGH PROPERTIES,2019-01-11,Too soon to heed eager analysts touting Iseq bargains," Think twice about bullish targets given uncertainties around Brexit and in US markets
"
5463,GLENVEAGH PROPERTIES,2019-01-08,"Listed Irish property groups due to deliver 2,000 new homes this year"," Four listed firms likely to build and sell properties with aggregate value of about €700m
"
5464,GLENVEAGH PROPERTIES,2019-01-07,European shares down on concerns over Brexit and US shutdown," Iseq Overall Index dips 0.09 per cent to 5,651.16 in Dublin as CRH slips 1.83 per cent
"
5465,GLENVEAGH PROPERTIES,2019-01-04,Stock markets bounce back after torrid Thursday," Equities boosted by economic data and hopes that trade tensions will ease
"
5466,GLENVEAGH PROPERTIES,2019-01-04,Glenveagh Properties buys €25m site for 500 homes in Cork," Site acquired from Nama brings builder’s land bank to nearly 12,000 units
"
5467,GLENVEAGH PROPERTIES,2018-12-28,Iseq set for fourth-biggest annual drop in 25 years," Global equity markets head for largest slump since the financial crash 10 years ago
"
5468,GLENVEAGH PROPERTIES,2018-12-28,Stock markets nervous amid increasing geopolitical tensions," Longest US bull run in history ends as Europe stocks struggle following slump
"
5469,GLENVEAGH PROPERTIES,2018-12-21,Home thoughts from abroad: will I be able to buy a house?,"Although new houses are being built and prices are softening, thsre’s a long way to go before there are enough homes to meet demand"
5470,GLENVEAGH PROPERTIES,2018-12-17,Asos profit warning sends European stocks lower," Iseq fell 0.67 per cent with financials and airlines among the worst hit
"
5471,GLENVEAGH PROPERTIES,2018-12-12,European shares rally after trade tensions ease," Iseq underperforms, UK retailers Superdry and Dixons Carphone fall
"
5472,GLENVEAGH PROPERTIES,2018-11-22,The great Shrewsbury clearout: changing of the guard on Dublin’s premier road," Last of the tycoon developers sells up on the capital city’s priciest strip
"
5473,GLENVEAGH PROPERTIES,2018-11-12,Tech sell-off brings Euro shares down as dollar hits 16-month high," Iseq outperforms European peers but financials suffer, while Brexit fears sink the pound
"
5474,GLENVEAGH PROPERTIES,2018-11-09,Lone Star stalls Irish builder’s IPO after ‘red October’ slump," DRes believed to have got positive feedback from potential investors on its plans
"
5475,GLENVEAGH PROPERTIES,2018-11-02,Why is the Iseq so weak when the Irish economy is flying?," Market beat: Underperformance of Irish shares contrasts with strength of economy
"
5476,GLENVEAGH PROPERTIES,2018-10-18,What do Ireland’s biggest builders and landlords earn?," Incomes buoyant for heads of new breed of institutional landlords and housebuilders
"
5477,GLENVEAGH PROPERTIES,2018-10-12,Trump may regret hitching his presidency to ageing bull market," Irish IPOs face a strong headwind
"
5478,GLENVEAGH PROPERTIES,2018-10-11,First Irish retail Reit flotation decision pushed out to 2019," Move allows Sigma focus on boosting value of the portfolio, including extensions to The Square Tallaght
"
5479,GLENVEAGH PROPERTIES,2018-10-09,Blackrock: at home in one of Dublin’s best-connected neighbourhoods,Blackrock is defined by its generations of homeowners. Proby Place offers a great opportunity for a new generation to establish their identity within this great city neighbourhood
5480,GLENVEAGH PROPERTIES,2018-10-08,Irish share index falls to 22-month low on Italian budget fears," Iseq fell 1% to 6,388.99 while pan-European Stoxx index at lowest close in six months
"
5481,GLENVEAGH PROPERTIES,2018-10-03,Italian budget deficit moves boosts markets," Markets report: Iseq close up 1% with slight rebound for Ryanair
"
5482,GLENVEAGH PROPERTIES,2018-09-14,Former AIB finance executive joins house-builder plotting IPO," Myles O’Grady hired to beef up management team of new company DRes Properties
"
5483,GLENVEAGH PROPERTIES,2018-09-07,Who’d be a listed Irish housebuilder in this market?," Developers face headwinds from market malaise in Europe and rising labour costs
"
5484,GLENVEAGH PROPERTIES,2018-09-06,Glenveagh chief steps in to buy stock in homebuilder following sell-off," Justin Bickle’s €106,350 move follows lacklustre market response to latest interim report
"
5485,GLENVEAGH PROPERTIES,2018-09-03,Geopolitical concerns dampen European market sentiment," US market closed due to Labor Day holiday but UK markets perform well
"
5486,GLENVEAGH PROPERTIES,2018-09-03,Glenveagh eyeing up more sites for new houses," Irish-listed property group has spent €479m on land with capacity for 11,730 dwellings
"
5487,GLENVEAGH PROPERTIES,2018-08-28,Shares surge on the prospect of north American trade deal," Travel software developer Datalex climbs 1.7% after reporting strong profits
"
5488,GLENVEAGH PROPERTIES,2018-08-28,"Large-scale funds ‘critical’ to fixing housing crisis, AIB says"," Bank’s economists say growing investor demand is bringing development over the line
"
5489,GLENVEAGH PROPERTIES,2018-08-21,"S&P 500 reaches record high on Wall Street, European shares nudge up"," Investors both sides of the Atlantic take a cautiously optimistic view of US-China talks
"
5490,GLENVEAGH PROPERTIES,2018-07-31,European shares reach six-week high as trade war fears retreat," Banks and property stocks a bright spot on Ireland’s benchmark index
"
5491,GLENVEAGH PROPERTIES,2018-07-23,Ryanair weighs on Iseq as trade tensions drag European stocks down," In Dublin housebuilders Cairn Homes, Glenveagh Properties, and Abbey close down
"
5492,GLENVEAGH PROPERTIES,2018-07-21,The land grab by listed developers and bubble-era prices ," US distressed debt giant doesn’t waste time selling down Irish house builder stake
"
5493,GLENVEAGH PROPERTIES,2018-07-19,"Glenveagh in talks to buy land for 7,000 homes"," Firm has used up more than €400 million out of €550 million raised in its October IPO
"
5494,GLENVEAGH PROPERTIES,2018-07-18,Glenveagh nears €1bn market value with share sale," Sale of €213m of new shares closes gap on Cairn Homes, which has market cap of €1.34bn
"
5495,GLENVEAGH PROPERTIES,2018-07-14,Priced out of Skerries? Consider Rush," Picture-postcard pretty town has an end-of-the-line feel but there’s value to be had and a good supply of property at all levels
"
5496,GLENVEAGH PROPERTIES,2018-07-11,Navan site zoned residential sells for €9m," 59 acres at Blackcastle could host some 1,100 houses as well as a commercial centre
"
5497,GLENVEAGH PROPERTIES,2018-07-10,Zamano advances reverse takeover talks with homebuilder," Reverse takeover would allow homebuilder to secure stock exchange quotation
"
5498,GLENVEAGH PROPERTIES,2018-07-03,European shares gain as German migration row settles," Iseq underperforms European markets, up 0.35 per cent on the day
"
5499,GLENVEAGH PROPERTIES,2018-05-30,Italian stocks rebound and lift European equities," Oil prices rose, boosting energy stocks, while Wall Street also opened higher
"
5500,GLENVEAGH PROPERTIES,2018-05-18,Cashing in on the recovery of the property market," Shareholders and executives reap rewards of recovery driven by property supply shortage
"
5501,GLENVEAGH PROPERTIES,2018-04-28,"Former Ulster Bank, Paddy Power executive lined up for retail REIT IPO"," Cormac McCarthy expected to be named chairman as planning for IPO firms up
"
5502,GLENVEAGH PROPERTIES,2018-04-12,Shares rally after Trump signals strike on Syria not imminent," Ireland’s Iseq overall index closes up 0.95%, outperforming European markets
"
5503,GLENVEAGH PROPERTIES,2018-04-03,European stocks dip on beginning of second quarter," Iseq overall index dips 0.2%, while US technology shares recover from Monday sell-off
"
5504,GLENVEAGH PROPERTIES,2018-03-22,US-China trade war concerns send shares tumbling," European equities decline, with banks, basic resources and tech stocks in the red
"
5505,GLENVEAGH PROPERTIES,2018-03-14,Glenveagh in talks to buy Irish land from overseas funds," Housebuilder estimates land could deliver 17,000 homes
"
5506,GLENVEAGH PROPERTIES,2018-03-13,Greencore suffers disastrous day on the markets," Elsewhere, sterling is boosted by the sacking of US secretary of state Rex Tillerson
"
5507,GLENVEAGH PROPERTIES,2018-02-15,European shares build on post-selloff recovery," Nestlé, Norwegian Air and Standard Life Aberdeen among the fallers
"
5508,GLENVEAGH PROPERTIES,2018-02-07,US markets mixed as Europe trades higher," Dow opened higher while S&P index was down slightly
"
5509,GLENVEAGH PROPERTIES,2018-02-06,Dublin market has volatile day influenced by wild trading in US," Just five Dublin-listed shares finish the session in positive territory
"
5510,GLENVEAGH PROPERTIES,2018-02-02,Equities fall as bond sell-off deepens across Europe," Iseq closes down with Glenveagh among the fallers and Ryanair giving up more of its recently won ground
"
5511,GLENVEAGH PROPERTIES,2018-01-29,Glenveagh acquires two sites with plans for over 400 homes," Move brings capacity of the Irish housebuilder’s landbank up to over 5,000 units
"
5512,GLENVEAGH PROPERTIES,2018-01-25,Upbeat euro pulls European stocks lower," The Iseq Overall Index underperformed its peers and closed down by 1.53%
"
5513,GLENVEAGH PROPERTIES,2018-01-20,How US funds are using IPOs to boost Irish property returns," Ireland has catching up to do building up warehousing infrastructure
"
5514,GLENVEAGH PROPERTIES,2018-01-20,Priced out of Dublin? Consider Dunboyne," Just inside the Meath border, the town is home to many who commute to Dublin
"
5515,GLENVEAGH PROPERTIES,2017-12-29,Business 2017: the winners and the losers," As always it was a year of ups and downs, as Michael O’Leary, Theresa May and Bono can attest
"
5516,GLENVEAGH PROPERTIES,2017-12-26,If you were a market bear in 2017 you got burnt," US equity markets reached new highs seemingly on a daily basis for much of 2017
"
5517,GLENVEAGH PROPERTIES,2017-12-22,Glenveagh lands two home development sites for €29.5m," Homebuilder has so far deployed €150m from €550m IPO
"
5518,GLENVEAGH PROPERTIES,2017-12-14,Glenveagh to build 450 apartments after north Docklands deal," Firm makes first acquisition in the docklands area in deal worth in excess of €40m
"
5519,GLENVEAGH PROPERTIES,2017-11-18,Oaktree on track to win race for The Square in Tallaght," Final bids for 27-year-old shopping mall were lodged this week
"
5520,GLENVEAGH PROPERTIES,2017-11-17,"Glenveagh to develop 1,300 houses after buying 11 sites"," Company has invested approximately €83m in cash on the acquisition of sites
"
5521,GLENVEAGH PROPERTIES,2017-11-10,"Housebuilder Glenveagh to deliver 1,000 new homes by 2020, says Davy"," Company broker begins coverage on Glenveagh Properties with an ‘outperform’ rating
"
5522,GLENVEAGH PROPERTIES,2017-11-09,The main trends in the property rental sector,Industry leaders discuss the biggest trends in commercial and residential property
5523,GLENVEAGH PROPERTIES,2017-11-09,Dublin dominates property investment market,Great opportunities in commercial and residential property rental
5524,GLENVEAGH PROPERTIES,2017-11-03,Fishing from a small gene pool: Irish boards and interlocking directorships," Busy people: Meet 10 of the most powerful Irish listed company directors
"
5525,GLENVEAGH PROPERTIES,2017-10-16,Glenveagh IPO proceeds reach €550m as extra shares issued," Placement of additional shares sees Oaktree’s stake dip to 16.5%
"
5526,GLENVEAGH PROPERTIES,2017-10-13,Glenveagh Properties formally commences trading in Dublin," Newly-listed Irish housebuilder now has a market capitalisation of €696m
"
5527,GLENVEAGH PROPERTIES,2017-10-13,The stockmarket says everything about the Government’s housing policy," €700 million new entrant Glenveagh sees little chance of meaningful intervention to reduce prices
"
5528,GLENVEAGH PROPERTIES,2017-10-12,Bank of Ireland bounces back following recent dip," UK FTSE and German Dax post record closes as Iseq index experiences slow day
"
5529,GLENVEAGH PROPERTIES,2017-10-11,European traders soothed as Spanish crisis eases," Global shares fluctuate ahead of release of minutes for federal reserve’s policy meeting
"
5530,GLENVEAGH PROPERTIES,2017-10-10,Singapore snaps up 10% of Glenveagh as housebuilder floats," The first Irish housebuilder to float in two years saw its shares jump 14% 
"
