Tech_ID,Name_Tech,Date_Tech,Headline_Tech,Description_Tech
1529,Research+development,2019-10-08,Full text of Paschal Donohoe’s Budget 2020 speech," Minister says this budget has been developed in the shadow of Brexit
            "
1530,Research+development,2019-09-26,Government urged to be more aggressive on taxing vacant sites," ESRI’s latest commentary predicts slowdown in housebuilding despite strong demand
            "
1531,Research+development,2019-09-12,Is it true to say Ireland is one of the world's biggest tax havens? ," Smart Money: Is Ireland’s reputation on tax is taking a big battering
                    "
1532,Research+development,2019-09-06,No-deal Brexit capable of derailing economy and reigniting Troubles," Ireland, more than any other EU state, is at the mercy of events way beyond its control
            "
1533,Research+development,2019-09-04,"One in 10 Irish exporters say Brexit has cost them €100,000"," Almost 5% put the cost at more than €250,000 to date
            "
1534,Research+development,2019-08-19,"Hershey takes a bite of Fulfil, Irish CEO pay scales, and after-hours emails"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1535,Research+development,2019-08-09,Agenda: Is the North’s manufacturing landscape shifting rather than dying?," ‘We do have a raft of successful medium-sized ones and a huge amount of successful smaller companies’
            "
1536,Research+development,2019-07-25,Farmers could boost their incomes by switching from beef," John FitzGerald: The economics of beef are on a knife edge – changing makes sense
            "
1537,Research+development,2019-06-20,"Vacant land tax and Brexit budget plans, Netflix price hike and Libra worries"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1538,Research+development,2019-10-08,Full text of Paschal Donohoe’s Budget 2020 speech," Minister says this budget has been developed in the shadow of Brexit
            "
1539,Research+development,2019-09-26,Government urged to be more aggressive on taxing vacant sites," ESRI’s latest commentary predicts slowdown in housebuilding despite strong demand
            "
1540,Research+development,2019-09-12,Is it true to say Ireland is one of the world's biggest tax havens? ," Smart Money: Is Ireland’s reputation on tax is taking a big battering
                    "
1541,Research+development,2019-09-06,No-deal Brexit capable of derailing economy and reigniting Troubles," Ireland, more than any other EU state, is at the mercy of events way beyond its control
            "
1542,Research+development,2019-09-04,"One in 10 Irish exporters say Brexit has cost them €100,000"," Almost 5% put the cost at more than €250,000 to date
            "
1543,Research+development,2019-08-19,"Hershey takes a bite of Fulfil, Irish CEO pay scales, and after-hours emails"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1544,Research+development,2019-08-09,Agenda: Is the North’s manufacturing landscape shifting rather than dying?," ‘We do have a raft of successful medium-sized ones and a huge amount of successful smaller companies’
            "
1545,Research+development,2019-07-25,Farmers could boost their incomes by switching from beef," John FitzGerald: The economics of beef are on a knife edge – changing makes sense
            "
1546,Research+development,2019-06-20,"Vacant land tax and Brexit budget plans, Netflix price hike and Libra worries"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1547,Research+development,2019-10-08,Full text of Paschal Donohoe’s Budget 2020 speech," Minister says this budget has been developed in the shadow of Brexit
            "
1548,Research+development,2019-09-26,Government urged to be more aggressive on taxing vacant sites," ESRI’s latest commentary predicts slowdown in housebuilding despite strong demand
            "
1549,Research+development,2019-09-12,Is it true to say Ireland is one of the world's biggest tax havens? ," Smart Money: Is Ireland’s reputation on tax is taking a big battering
                    "
1550,Research+development,2019-09-06,No-deal Brexit capable of derailing economy and reigniting Troubles," Ireland, more than any other EU state, is at the mercy of events way beyond its control
            "
1551,Research+development,2019-09-04,"One in 10 Irish exporters say Brexit has cost them €100,000"," Almost 5% put the cost at more than €250,000 to date
            "
1552,Research+development,2019-08-19,"Hershey takes a bite of Fulfil, Irish CEO pay scales, and after-hours emails"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1553,Research+development,2019-08-09,Agenda: Is the North’s manufacturing landscape shifting rather than dying?," ‘We do have a raft of successful medium-sized ones and a huge amount of successful smaller companies’
            "
1554,Research+development,2019-07-25,Farmers could boost their incomes by switching from beef," John FitzGerald: The economics of beef are on a knife edge – changing makes sense
            "
1555,Research+development,2019-06-20,"Vacant land tax and Brexit budget plans, Netflix price hike and Libra worries"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1556,Research+development,2019-10-08,Full text of Paschal Donohoe’s Budget 2020 speech," Minister says this budget has been developed in the shadow of Brexit
            "
1557,Research+development,2019-09-26,Government urged to be more aggressive on taxing vacant sites," ESRI’s latest commentary predicts slowdown in housebuilding despite strong demand
            "
1558,Research+development,2019-09-12,Is it true to say Ireland is one of the world's biggest tax havens? ," Smart Money: Is Ireland’s reputation on tax is taking a big battering
                    "
1559,Research+development,2019-09-06,No-deal Brexit capable of derailing economy and reigniting Troubles," Ireland, more than any other EU state, is at the mercy of events way beyond its control
            "
1560,Research+development,2019-09-04,"One in 10 Irish exporters say Brexit has cost them €100,000"," Almost 5% put the cost at more than €250,000 to date
            "
1561,Research+development,2019-08-19,"Hershey takes a bite of Fulfil, Irish CEO pay scales, and after-hours emails"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1562,Research+development,2019-08-09,Agenda: Is the North’s manufacturing landscape shifting rather than dying?," ‘We do have a raft of successful medium-sized ones and a huge amount of successful smaller companies’
            "
1563,Research+development,2019-07-25,Farmers could boost their incomes by switching from beef," John FitzGerald: The economics of beef are on a knife edge – changing makes sense
            "
1564,Research+development,2019-06-20,"Vacant land tax and Brexit budget plans, Netflix price hike and Libra worries"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1565,Research+development,2019-10-08,Full text of Paschal Donohoe’s Budget 2020 speech," Minister says this budget has been developed in the shadow of Brexit
            "
1566,Research+development,2019-09-26,Government urged to be more aggressive on taxing vacant sites," ESRI’s latest commentary predicts slowdown in housebuilding despite strong demand
            "
1567,Research+development,2019-09-12,Is it true to say Ireland is one of the world's biggest tax havens? ," Smart Money: Is Ireland’s reputation on tax is taking a big battering
                    "
1568,Research+development,2019-09-06,No-deal Brexit capable of derailing economy and reigniting Troubles," Ireland, more than any other EU state, is at the mercy of events way beyond its control
            "
1569,Research+development,2019-09-04,"One in 10 Irish exporters say Brexit has cost them €100,000"," Almost 5% put the cost at more than €250,000 to date
            "
1570,Research+development,2019-08-19,"Hershey takes a bite of Fulfil, Irish CEO pay scales, and after-hours emails"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1571,Research+development,2019-08-09,Agenda: Is the North’s manufacturing landscape shifting rather than dying?," ‘We do have a raft of successful medium-sized ones and a huge amount of successful smaller companies’
            "
1572,Research+development,2019-07-25,Farmers could boost their incomes by switching from beef," John FitzGerald: The economics of beef are on a knife edge – changing makes sense
            "
1573,Research+development,2019-06-20,"Vacant land tax and Brexit budget plans, Netflix price hike and Libra worries"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1574,Research+development,2019-10-08,Full text of Paschal Donohoe’s Budget 2020 speech," Minister says this budget has been developed in the shadow of Brexit
            "
1575,Research+development,2019-09-26,Government urged to be more aggressive on taxing vacant sites," ESRI’s latest commentary predicts slowdown in housebuilding despite strong demand
            "
1576,Research+development,2019-09-12,Is it true to say Ireland is one of the world's biggest tax havens? ," Smart Money: Is Ireland’s reputation on tax is taking a big battering
                    "
1577,Research+development,2019-09-06,No-deal Brexit capable of derailing economy and reigniting Troubles," Ireland, more than any other EU state, is at the mercy of events way beyond its control
            "
1578,Research+development,2019-09-04,"One in 10 Irish exporters say Brexit has cost them €100,000"," Almost 5% put the cost at more than €250,000 to date
            "
1579,Research+development,2019-08-19,"Hershey takes a bite of Fulfil, Irish CEO pay scales, and after-hours emails"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1580,Research+development,2019-08-09,Agenda: Is the North’s manufacturing landscape shifting rather than dying?," ‘We do have a raft of successful medium-sized ones and a huge amount of successful smaller companies’
            "
1581,Research+development,2019-07-25,Farmers could boost their incomes by switching from beef," John FitzGerald: The economics of beef are on a knife edge – changing makes sense
            "
1582,Research+development,2019-06-20,"Vacant land tax and Brexit budget plans, Netflix price hike and Libra worries"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1583,Research+development,2019-10-08,Full text of Paschal Donohoe’s Budget 2020 speech," Minister says this budget has been developed in the shadow of Brexit
            "
1584,Research+development,2019-09-26,Government urged to be more aggressive on taxing vacant sites," ESRI’s latest commentary predicts slowdown in housebuilding despite strong demand
            "
1585,Research+development,2019-09-12,Is it true to say Ireland is one of the world's biggest tax havens? ," Smart Money: Is Ireland’s reputation on tax is taking a big battering
                    "
1586,Research+development,2019-09-06,No-deal Brexit capable of derailing economy and reigniting Troubles," Ireland, more than any other EU state, is at the mercy of events way beyond its control
            "
1587,Research+development,2019-09-04,"One in 10 Irish exporters say Brexit has cost them €100,000"," Almost 5% put the cost at more than €250,000 to date
            "
1588,Research+development,2019-08-19,"Hershey takes a bite of Fulfil, Irish CEO pay scales, and after-hours emails"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1589,Research+development,2019-08-09,Agenda: Is the North’s manufacturing landscape shifting rather than dying?," ‘We do have a raft of successful medium-sized ones and a huge amount of successful smaller companies’
            "
1590,Research+development,2019-07-25,Farmers could boost their incomes by switching from beef," John FitzGerald: The economics of beef are on a knife edge – changing makes sense
            "
1591,Research+development,2019-06-20,"Vacant land tax and Brexit budget plans, Netflix price hike and Libra worries"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1592,Research+development,2019-10-08,Full text of Paschal Donohoe’s Budget 2020 speech," Minister says this budget has been developed in the shadow of Brexit
            "
1593,Research+development,2019-09-26,Government urged to be more aggressive on taxing vacant sites," ESRI’s latest commentary predicts slowdown in housebuilding despite strong demand
            "
1594,Research+development,2019-09-12,Is it true to say Ireland is one of the world's biggest tax havens? ," Smart Money: Is Ireland’s reputation on tax is taking a big battering
                    "
1595,Research+development,2019-09-06,No-deal Brexit capable of derailing economy and reigniting Troubles," Ireland, more than any other EU state, is at the mercy of events way beyond its control
            "
1596,Research+development,2019-09-04,"One in 10 Irish exporters say Brexit has cost them €100,000"," Almost 5% put the cost at more than €250,000 to date
            "
1597,Research+development,2019-08-19,"Hershey takes a bite of Fulfil, Irish CEO pay scales, and after-hours emails"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1598,Research+development,2019-08-09,Agenda: Is the North’s manufacturing landscape shifting rather than dying?," ‘We do have a raft of successful medium-sized ones and a huge amount of successful smaller companies’
            "
1599,Research+development,2019-07-25,Farmers could boost their incomes by switching from beef," John FitzGerald: The economics of beef are on a knife edge – changing makes sense
            "
1600,Research+development,2019-06-20,"Vacant land tax and Brexit budget plans, Netflix price hike and Libra worries"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1601,Research+development,2019-10-08,Full text of Paschal Donohoe’s Budget 2020 speech," Minister says this budget has been developed in the shadow of Brexit
            "
1602,Research+development,2019-09-26,Government urged to be more aggressive on taxing vacant sites," ESRI’s latest commentary predicts slowdown in housebuilding despite strong demand
            "
1603,Research+development,2019-09-12,Is it true to say Ireland is one of the world's biggest tax havens? ," Smart Money: Is Ireland’s reputation on tax is taking a big battering
                    "
1604,Research+development,2019-09-06,No-deal Brexit capable of derailing economy and reigniting Troubles," Ireland, more than any other EU state, is at the mercy of events way beyond its control
            "
1605,Research+development,2019-09-04,"One in 10 Irish exporters say Brexit has cost them €100,000"," Almost 5% put the cost at more than €250,000 to date
            "
1606,Research+development,2019-08-19,"Hershey takes a bite of Fulfil, Irish CEO pay scales, and after-hours emails"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1607,Research+development,2019-08-09,Agenda: Is the North’s manufacturing landscape shifting rather than dying?," ‘We do have a raft of successful medium-sized ones and a huge amount of successful smaller companies’
            "
1608,Research+development,2019-07-25,Farmers could boost their incomes by switching from beef," John FitzGerald: The economics of beef are on a knife edge – changing makes sense
            "
1609,Research+development,2019-06-20,"Vacant land tax and Brexit budget plans, Netflix price hike and Libra worries"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1610,Research+development,2019-10-08,Full text of Paschal Donohoe’s Budget 2020 speech," Minister says this budget has been developed in the shadow of Brexit
            "
1611,Research+development,2019-09-26,Government urged to be more aggressive on taxing vacant sites," ESRI’s latest commentary predicts slowdown in housebuilding despite strong demand
            "
1612,Research+development,2019-09-12,Is it true to say Ireland is one of the world's biggest tax havens? ," Smart Money: Is Ireland’s reputation on tax is taking a big battering
                    "
1613,Research+development,2019-09-06,No-deal Brexit capable of derailing economy and reigniting Troubles," Ireland, more than any other EU state, is at the mercy of events way beyond its control
            "
1614,Research+development,2019-09-04,"One in 10 Irish exporters say Brexit has cost them €100,000"," Almost 5% put the cost at more than €250,000 to date
            "
1615,Research+development,2019-08-19,"Hershey takes a bite of Fulfil, Irish CEO pay scales, and after-hours emails"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1616,Research+development,2019-08-09,Agenda: Is the North’s manufacturing landscape shifting rather than dying?," ‘We do have a raft of successful medium-sized ones and a huge amount of successful smaller companies’
            "
1617,Research+development,2019-07-25,Farmers could boost their incomes by switching from beef," John FitzGerald: The economics of beef are on a knife edge – changing makes sense
            "
1618,Research+development,2019-06-20,"Vacant land tax and Brexit budget plans, Netflix price hike and Libra worries"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1619,Research+development,2019-10-08,Full text of Paschal Donohoe’s Budget 2020 speech," Minister says this budget has been developed in the shadow of Brexit
            "
1620,Research+development,2019-09-26,Government urged to be more aggressive on taxing vacant sites," ESRI’s latest commentary predicts slowdown in housebuilding despite strong demand
            "
1621,Research+development,2019-09-12,Is it true to say Ireland is one of the world's biggest tax havens? ," Smart Money: Is Ireland’s reputation on tax is taking a big battering
                    "
1622,Research+development,2019-09-06,No-deal Brexit capable of derailing economy and reigniting Troubles," Ireland, more than any other EU state, is at the mercy of events way beyond its control
            "
1623,Research+development,2019-09-04,"One in 10 Irish exporters say Brexit has cost them €100,000"," Almost 5% put the cost at more than €250,000 to date
            "
1624,Research+development,2019-08-19,"Hershey takes a bite of Fulfil, Irish CEO pay scales, and after-hours emails"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1625,Research+development,2019-08-09,Agenda: Is the North’s manufacturing landscape shifting rather than dying?," ‘We do have a raft of successful medium-sized ones and a huge amount of successful smaller companies’
            "
1626,Research+development,2019-07-25,Farmers could boost their incomes by switching from beef," John FitzGerald: The economics of beef are on a knife edge – changing makes sense
            "
1627,Research+development,2019-06-20,"Vacant land tax and Brexit budget plans, Netflix price hike and Libra worries"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1628,Research+development,2019-10-08,Full text of Paschal Donohoe’s Budget 2020 speech," Minister says this budget has been developed in the shadow of Brexit
            "
1629,Research+development,2019-09-26,Government urged to be more aggressive on taxing vacant sites," ESRI’s latest commentary predicts slowdown in housebuilding despite strong demand
            "
1630,Research+development,2019-09-12,Is it true to say Ireland is one of the world's biggest tax havens? ," Smart Money: Is Ireland’s reputation on tax is taking a big battering
                    "
1631,Research+development,2019-09-06,No-deal Brexit capable of derailing economy and reigniting Troubles," Ireland, more than any other EU state, is at the mercy of events way beyond its control
            "
1632,Research+development,2019-09-04,"One in 10 Irish exporters say Brexit has cost them €100,000"," Almost 5% put the cost at more than €250,000 to date
            "
1633,Research+development,2019-08-19,"Hershey takes a bite of Fulfil, Irish CEO pay scales, and after-hours emails"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1634,Research+development,2019-08-09,Agenda: Is the North’s manufacturing landscape shifting rather than dying?," ‘We do have a raft of successful medium-sized ones and a huge amount of successful smaller companies’
            "
1635,Research+development,2019-07-25,Farmers could boost their incomes by switching from beef," John FitzGerald: The economics of beef are on a knife edge – changing makes sense
            "
1636,Research+development,2019-06-20,"Vacant land tax and Brexit budget plans, Netflix price hike and Libra worries"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1637,Research+development,2019-10-08,Full text of Paschal Donohoe’s Budget 2020 speech," Minister says this budget has been developed in the shadow of Brexit
            "
1638,Research+development,2019-09-26,Government urged to be more aggressive on taxing vacant sites," ESRI’s latest commentary predicts slowdown in housebuilding despite strong demand
            "
1639,Research+development,2019-09-12,Is it true to say Ireland is one of the world's biggest tax havens? ," Smart Money: Is Ireland’s reputation on tax is taking a big battering
                    "
1640,Research+development,2019-09-06,No-deal Brexit capable of derailing economy and reigniting Troubles," Ireland, more than any other EU state, is at the mercy of events way beyond its control
            "
1641,Research+development,2019-09-04,"One in 10 Irish exporters say Brexit has cost them €100,000"," Almost 5% put the cost at more than €250,000 to date
            "
1642,Research+development,2019-08-19,"Hershey takes a bite of Fulfil, Irish CEO pay scales, and after-hours emails"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1643,Research+development,2019-08-09,Agenda: Is the North’s manufacturing landscape shifting rather than dying?," ‘We do have a raft of successful medium-sized ones and a huge amount of successful smaller companies’
            "
1644,Research+development,2019-07-25,Farmers could boost their incomes by switching from beef," John FitzGerald: The economics of beef are on a knife edge – changing makes sense
            "
1645,Research+development,2019-06-20,"Vacant land tax and Brexit budget plans, Netflix price hike and Libra worries"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1646,Research+development,2019-10-08,Full text of Paschal Donohoe’s Budget 2020 speech," Minister says this budget has been developed in the shadow of Brexit
            "
1647,Research+development,2019-09-26,Government urged to be more aggressive on taxing vacant sites," ESRI’s latest commentary predicts slowdown in housebuilding despite strong demand
            "
1648,Research+development,2019-09-12,Is it true to say Ireland is one of the world's biggest tax havens? ," Smart Money: Is Ireland’s reputation on tax is taking a big battering
                    "
1649,Research+development,2019-09-06,No-deal Brexit capable of derailing economy and reigniting Troubles," Ireland, more than any other EU state, is at the mercy of events way beyond its control
            "
1650,Research+development,2019-09-04,"One in 10 Irish exporters say Brexit has cost them €100,000"," Almost 5% put the cost at more than €250,000 to date
            "
1651,Research+development,2019-08-19,"Hershey takes a bite of Fulfil, Irish CEO pay scales, and after-hours emails"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1652,Research+development,2019-08-09,Agenda: Is the North’s manufacturing landscape shifting rather than dying?," ‘We do have a raft of successful medium-sized ones and a huge amount of successful smaller companies’
            "
1653,Research+development,2019-07-25,Farmers could boost their incomes by switching from beef," John FitzGerald: The economics of beef are on a knife edge – changing makes sense
            "
1654,Research+development,2019-06-20,"Vacant land tax and Brexit budget plans, Netflix price hike and Libra worries"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1655,Research+development,2019-10-08,Full text of Paschal Donohoe’s Budget 2020 speech," Minister says this budget has been developed in the shadow of Brexit
            "
1656,Research+development,2019-09-26,Government urged to be more aggressive on taxing vacant sites," ESRI’s latest commentary predicts slowdown in housebuilding despite strong demand
            "
1657,Research+development,2019-09-12,Is it true to say Ireland is one of the world's biggest tax havens? ," Smart Money: Is Ireland’s reputation on tax is taking a big battering
                    "
1658,Research+development,2019-09-06,No-deal Brexit capable of derailing economy and reigniting Troubles," Ireland, more than any other EU state, is at the mercy of events way beyond its control
            "
1659,Research+development,2019-09-04,"One in 10 Irish exporters say Brexit has cost them €100,000"," Almost 5% put the cost at more than €250,000 to date
            "
1660,Research+development,2019-08-19,"Hershey takes a bite of Fulfil, Irish CEO pay scales, and after-hours emails"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1661,Research+development,2019-08-09,Agenda: Is the North’s manufacturing landscape shifting rather than dying?," ‘We do have a raft of successful medium-sized ones and a huge amount of successful smaller companies’
            "
1662,Research+development,2019-07-25,Farmers could boost their incomes by switching from beef," John FitzGerald: The economics of beef are on a knife edge – changing makes sense
            "
1663,Research+development,2019-06-20,"Vacant land tax and Brexit budget plans, Netflix price hike and Libra worries"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1664,Research+development,2019-10-08,Full text of Paschal Donohoe’s Budget 2020 speech," Minister says this budget has been developed in the shadow of Brexit
            "
1665,Research+development,2019-09-26,Government urged to be more aggressive on taxing vacant sites," ESRI’s latest commentary predicts slowdown in housebuilding despite strong demand
            "
1666,Research+development,2019-09-12,Is it true to say Ireland is one of the world's biggest tax havens? ," Smart Money: Is Ireland’s reputation on tax is taking a big battering
                    "
1667,Research+development,2019-09-06,No-deal Brexit capable of derailing economy and reigniting Troubles," Ireland, more than any other EU state, is at the mercy of events way beyond its control
            "
1668,Research+development,2019-09-04,"One in 10 Irish exporters say Brexit has cost them €100,000"," Almost 5% put the cost at more than €250,000 to date
            "
1669,Research+development,2019-08-19,"Hershey takes a bite of Fulfil, Irish CEO pay scales, and after-hours emails"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1670,Research+development,2019-08-09,Agenda: Is the North’s manufacturing landscape shifting rather than dying?," ‘We do have a raft of successful medium-sized ones and a huge amount of successful smaller companies’
            "
1671,Research+development,2019-07-25,Farmers could boost their incomes by switching from beef," John FitzGerald: The economics of beef are on a knife edge – changing makes sense
            "
1672,Research+development,2019-06-20,"Vacant land tax and Brexit budget plans, Netflix price hike and Libra worries"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1673,Research+development,2019-10-08,Full text of Paschal Donohoe’s Budget 2020 speech," Minister says this budget has been developed in the shadow of Brexit
            "
1674,Research+development,2019-09-26,Government urged to be more aggressive on taxing vacant sites," ESRI’s latest commentary predicts slowdown in housebuilding despite strong demand
            "
1675,Research+development,2019-09-12,Is it true to say Ireland is one of the world's biggest tax havens? ," Smart Money: Is Ireland’s reputation on tax is taking a big battering
                    "
1676,Research+development,2019-09-06,No-deal Brexit capable of derailing economy and reigniting Troubles," Ireland, more than any other EU state, is at the mercy of events way beyond its control
            "
1677,Research+development,2019-09-04,"One in 10 Irish exporters say Brexit has cost them €100,000"," Almost 5% put the cost at more than €250,000 to date
            "
1678,Research+development,2019-08-19,"Hershey takes a bite of Fulfil, Irish CEO pay scales, and after-hours emails"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1679,Research+development,2019-08-09,Agenda: Is the North’s manufacturing landscape shifting rather than dying?," ‘We do have a raft of successful medium-sized ones and a huge amount of successful smaller companies’
            "
1680,Research+development,2019-07-25,Farmers could boost their incomes by switching from beef," John FitzGerald: The economics of beef are on a knife edge – changing makes sense
            "
1681,Research+development,2019-06-20,"Vacant land tax and Brexit budget plans, Netflix price hike and Libra worries"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1682,Research+development,2019-10-08,Full text of Paschal Donohoe’s Budget 2020 speech," Minister says this budget has been developed in the shadow of Brexit
            "
1683,Research+development,2019-09-26,Government urged to be more aggressive on taxing vacant sites," ESRI’s latest commentary predicts slowdown in housebuilding despite strong demand
            "
1684,Research+development,2019-09-12,Is it true to say Ireland is one of the world's biggest tax havens? ," Smart Money: Is Ireland’s reputation on tax is taking a big battering
                    "
1685,Research+development,2019-09-06,No-deal Brexit capable of derailing economy and reigniting Troubles," Ireland, more than any other EU state, is at the mercy of events way beyond its control
            "
1686,Research+development,2019-09-04,"One in 10 Irish exporters say Brexit has cost them €100,000"," Almost 5% put the cost at more than €250,000 to date
            "
1687,Research+development,2019-08-19,"Hershey takes a bite of Fulfil, Irish CEO pay scales, and after-hours emails"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1688,Research+development,2019-08-09,Agenda: Is the North’s manufacturing landscape shifting rather than dying?," ‘We do have a raft of successful medium-sized ones and a huge amount of successful smaller companies’
            "
1689,Research+development,2019-07-25,Farmers could boost their incomes by switching from beef," John FitzGerald: The economics of beef are on a knife edge – changing makes sense
            "
1690,Research+development,2019-06-20,"Vacant land tax and Brexit budget plans, Netflix price hike and Libra worries"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1691,Research+development,2019-10-08,Full text of Paschal Donohoe’s Budget 2020 speech," Minister says this budget has been developed in the shadow of Brexit
            "
1692,Research+development,2019-09-26,Government urged to be more aggressive on taxing vacant sites," ESRI’s latest commentary predicts slowdown in housebuilding despite strong demand
            "
1693,Research+development,2019-09-12,Is it true to say Ireland is one of the world's biggest tax havens? ," Smart Money: Is Ireland’s reputation on tax is taking a big battering
                    "
1694,Research+development,2019-09-06,No-deal Brexit capable of derailing economy and reigniting Troubles," Ireland, more than any other EU state, is at the mercy of events way beyond its control
            "
1695,Research+development,2019-09-04,"One in 10 Irish exporters say Brexit has cost them €100,000"," Almost 5% put the cost at more than €250,000 to date
            "
1696,Research+development,2019-08-19,"Hershey takes a bite of Fulfil, Irish CEO pay scales, and after-hours emails"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1697,Research+development,2019-08-09,Agenda: Is the North’s manufacturing landscape shifting rather than dying?," ‘We do have a raft of successful medium-sized ones and a huge amount of successful smaller companies’
            "
1698,Research+development,2019-07-25,Farmers could boost their incomes by switching from beef," John FitzGerald: The economics of beef are on a knife edge – changing makes sense
            "
1699,Research+development,2019-06-20,"Vacant land tax and Brexit budget plans, Netflix price hike and Libra worries"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1700,Research+development,2019-10-08,Full text of Paschal Donohoe’s Budget 2020 speech," Minister says this budget has been developed in the shadow of Brexit
            "
1701,Research+development,2019-09-26,Government urged to be more aggressive on taxing vacant sites," ESRI’s latest commentary predicts slowdown in housebuilding despite strong demand
            "
1702,Research+development,2019-09-12,Is it true to say Ireland is one of the world's biggest tax havens? ," Smart Money: Is Ireland’s reputation on tax is taking a big battering
                    "
1703,Research+development,2019-09-06,No-deal Brexit capable of derailing economy and reigniting Troubles," Ireland, more than any other EU state, is at the mercy of events way beyond its control
            "
1704,Research+development,2019-09-04,"One in 10 Irish exporters say Brexit has cost them €100,000"," Almost 5% put the cost at more than €250,000 to date
            "
1705,Research+development,2019-08-19,"Hershey takes a bite of Fulfil, Irish CEO pay scales, and after-hours emails"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1706,Research+development,2019-08-09,Agenda: Is the North’s manufacturing landscape shifting rather than dying?," ‘We do have a raft of successful medium-sized ones and a huge amount of successful smaller companies’
            "
1707,Research+development,2019-07-25,Farmers could boost their incomes by switching from beef," John FitzGerald: The economics of beef are on a knife edge – changing makes sense
            "
1708,Research+development,2019-06-20,"Vacant land tax and Brexit budget plans, Netflix price hike and Libra worries"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1709,Research+development,2019-10-08,Full text of Paschal Donohoe’s Budget 2020 speech," Minister says this budget has been developed in the shadow of Brexit
            "
1710,Research+development,2019-09-26,Government urged to be more aggressive on taxing vacant sites," ESRI’s latest commentary predicts slowdown in housebuilding despite strong demand
            "
1711,Research+development,2019-09-12,Is it true to say Ireland is one of the world's biggest tax havens? ," Smart Money: Is Ireland’s reputation on tax is taking a big battering
                    "
1712,Research+development,2019-09-06,No-deal Brexit capable of derailing economy and reigniting Troubles," Ireland, more than any other EU state, is at the mercy of events way beyond its control
            "
1713,Research+development,2019-09-04,"One in 10 Irish exporters say Brexit has cost them €100,000"," Almost 5% put the cost at more than €250,000 to date
            "
1714,Research+development,2019-08-19,"Hershey takes a bite of Fulfil, Irish CEO pay scales, and after-hours emails"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1715,Research+development,2019-08-09,Agenda: Is the North’s manufacturing landscape shifting rather than dying?," ‘We do have a raft of successful medium-sized ones and a huge amount of successful smaller companies’
            "
1716,Research+development,2019-07-25,Farmers could boost their incomes by switching from beef," John FitzGerald: The economics of beef are on a knife edge – changing makes sense
            "
1717,Research+development,2019-06-20,"Vacant land tax and Brexit budget plans, Netflix price hike and Libra worries"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
1718,Research+development,2019-10-08,Full text of Paschal Donohoe’s Budget 2020 speech," Minister says this budget has been developed in the shadow of Brexit
            "
1719,Research+development,2019-09-26,Government urged to be more aggressive on taxing vacant sites," ESRI’s latest commentary predicts slowdown in housebuilding despite strong demand
            "
1720,Research+development,2019-09-12,Is it true to say Ireland is one of the world's biggest tax havens? ," Smart Money: Is Ireland’s reputation on tax is taking a big battering
                    "
1721,Research+development,2019-09-06,No-deal Brexit capable of derailing economy and reigniting Troubles," Ireland, more than any other EU state, is at the mercy of events way beyond its control
            "
