,Unnamed: 0,_price,type,_bedrooms,_bathrooms,lat,lng,_time_to_work_seconds_transit,_time_to_work_seconds_walking,cluster,_d_code,labels
2037,2037,623831.9949941637,HOUSE,3,2,53.28659152321667,-6.232410106370131,1966,5349,49,Unknown,0
2038,2038,562560.3682526313,APARTMENTS,3,1,53.28574776064594,-6.238949934149315,1610,4041,49,Unknown,0
2039,2039,204702.26365197363,APARTMENTS,1,1,53.2932293028984,-6.254406291064528,1671,3789,49,Unknown,0
2040,2040,802854.3358930325,APARTMENTS,4,1,53.28662364885289,-6.234209350539191,1855,6265,49,Unknown,0
2041,2041,620287.3210075627,HOUSE,3,2,53.29665240055708,-6.243752637501405,1328,4862,49,Unknown,0
2042,2042,803711.1415104994,HOUSE,4,2,53.28391917345397,-6.253305595926233,2145,3324,49,Unknown,0
2043,2043,413378.3004757916,HOUSE,2,2,53.29063579558055,-6.245132219478575,2080,4795,49,Unknown,0
2044,2044,950714.9952729344,APARTMENTS,4,2,53.2886153887423,-6.234138861680979,1496,5417,49,Unknown,0
2045,2045,410162.5219761752,APARTMENTS,2,2,53.28821261057873,-6.23220098316751,1639,5679,49,Unknown,0
2046,2046,470831.5218083672,APARTMENTS,2,3,53.27431013218016,-6.244124546231712,1921,4858,49,Unknown,0
2047,2047,1067377.3508491288,APARTMENTS,5,2,53.2957636290242,-6.247854291721793,1946,5063,49,Unknown,0
2048,2048,825039.249090208,HOUSE,4,2,53.28325771488016,-6.251420345644638,1833,4413,49,Unknown,0
2049,2049,452197.84788566607,APARTMENTS,2,1,53.27728594828769,-6.242247280983057,1558,3783,49,Unknown,0
2050,2050,1169986.933598808,HOUSE,5,1,53.28041277458776,-6.248086251010986,2056,3778,49,Unknown,0
2051,2051,634996.5809241286,HOUSE,3,1,53.2881742925214,-6.2482064892361455,1253,4156,49,Unknown,0
2052,2052,547917.5799630728,HOUSE,3,2,53.28349855444071,-6.236058732808405,1697,4887,49,Unknown,0
2053,2053,548789.766640483,HOUSE,3,1,53.28488521999648,-6.25325012510921,1906,4678,49,Unknown,0
2054,2054,191251.07468223752,HOUSE,1,3,53.28006141835829,-6.2440800167796,1515,4749,49,Unknown,0
2055,2055,655056.29814037,HOUSE,3,1,53.27563490753726,-6.244040258366596,1801,3747,49,Unknown,0
2056,2056,753649.438381073,HOUSE,4,1,53.27552849760846,-6.235587040816503,1761,3117,49,Unknown,0
2057,2057,750777.9430123583,HOUSE,4,3,53.29142355132992,-6.246682714296264,1737,4518,49,Unknown,0
2058,2058,543708.4284373657,APARTMENTS,3,3,53.28663438193502,-6.247571406821833,1193,3835,49,Unknown,0
2059,2059,694579.3271209423,HOUSE,3,2,53.28876403335158,-6.254891979525021,1665,3836,49,Unknown,0
2060,2060,403351.2074891896,APARTMENTS,2,1,53.27531927378951,-6.237048264073101,1773,4603,49,Unknown,0
2061,2061,650081.7476566515,APARTMENTS,3,2,53.2848828675922,-6.242693742840152,1265,3822,49,Unknown,0
2062,2062,453268.5677125885,APARTMENTS,2,4,53.28211245188864,-6.250471202490507,1850,3956,49,Unknown,0
2063,2063,218311.4328737419,HOUSE,1,1,53.28976726581055,-6.239711405738577,1631,4176,49,Unknown,0
2064,2064,361569.2944152376,APARTMENTS,2,1,53.29664761547966,-6.247096486937556,2016,4688,49,Unknown,0
2065,2065,557301.3895859163,APARTMENTS,3,1,53.28626673896701,-6.234108911107814,1964,3906,49,Unknown,0
2066,2066,368594.5526545313,HOUSE,2,2,53.28541812857536,-6.238656606945058,1873,5025,49,Unknown,0
2067,2067,421993.5260193682,APARTMENTS,2,1,53.2810984225747,-6.231485371136797,1706,4217,49,Unknown,0
2068,2068,700780.4999074936,HOUSE,3,1,53.28343119038095,-6.231780503886996,1871,3239,49,Unknown,0
2069,2069,625506.0896057066,APARTMENTS,3,3,53.29079472577863,-6.2408718897170425,1585,4803,49,Unknown,0
2070,2070,918643.456051518,HOUSE,4,4,53.28392249640335,-6.234951886701,1694,4780,49,Unknown,0
2071,2071,556561.0767639959,APARTMENTS,3,4,53.29042616034795,-6.235952943491233,1819,4396,49,Unknown,0
2072,2072,217919.2678644868,APARTMENTS,1,1,53.28876193620267,-6.231959913366922,1995,4723,49,Unknown,0
2073,2073,723799.6446315128,APARTMENTS,4,2,53.27764540395333,-6.232766369745553,1566,4563,49,Unknown,0
2074,2074,398053.3030226886,APARTMENTS,2,3,53.28145758084021,-6.248752288644057,1062,4408,49,Unknown,0
2075,2075,233210.60154994507,HOUSE,1,3,53.27868035573582,-6.2444290405324505,1877,5377,49,Unknown,0
2076,2076,457281.8901129493,HOUSE,2,3,53.288285650813,-6.24873975352425,1690,3697,49,Unknown,0
2077,2077,584714.1044635989,HOUSE,3,2,53.28362213626879,-6.243232179538363,1289,5015,49,Unknown,0
2078,2078,236629.69404608567,HOUSE,1,2,53.275545317708925,-6.237751347271312,1943,3979,49,Unknown,0
2079,2079,497128.4401474474,HOUSE,2,2,53.46686242823584,-6.155737279582189,3893,11753,50,Unknown,0
2080,2080,279893.15705091564,APARTMENTS,1,1,53.46715891915334,-6.15905188322061,4593,11880,50,Unknown,0
2081,2081,566658.9157437845,APARTMENTS,2,1,53.45357913750003,-6.166972815682061,3677,12063,50,Unknown,0
2082,2082,271782.21529890783,APARTMENTS,1,1,53.45802444573725,-6.170571808798407,3709,11793,50,Unknown,0
2083,2083,565093.3329568153,APARTMENTS,2,2,53.43883744517648,-6.174806865678858,2912,11666,50,Unknown,0
2084,2084,241296.6556773212,APARTMENTS,1,3,53.455243860493226,-6.166277243146975,3688,11913,50,Unknown,0
2085,2085,264008.4619653643,HOUSE,1,1,53.46318144777139,-6.1675538637662495,3989,12369,50,Unknown,0
2086,2086,265181.4191011145,APARTMENTS,1,3,53.45188827451864,-6.172157906951102,4132,12176,50,Unknown,0
2087,2087,549453.7858486677,APARTMENTS,2,1,53.45268860967016,-6.145233347649855,4229,11384,50,Unknown,0
2088,2088,838896.1053314721,APARTMENTS,3,2,53.462703246574414,-6.151551990840472,3465,11815,50,Unknown,0
2089,2089,465355.8870903246,APARTMENTS,2,1,53.43899918959161,-6.159483369650712,4470,12231,50,Unknown,0
2090,2090,262152.00632773014,APARTMENTS,1,1,53.44690552842224,-6.150604739500928,4280,11933,50,Unknown,0
2091,2091,469923.5843057481,APARTMENTS,2,1,53.44998707332967,-6.161812876505547,3667,11481,50,Unknown,0
2092,2092,442451.9222192027,APARTMENTS,2,1,53.44749868073807,-6.160130292416946,4886,11307,50,Unknown,0
2093,2093,222226.92799672403,APARTMENTS,1,1,53.44366293026156,-6.1654110529479125,3729,12284,50,Unknown,0
2094,2094,708601.5001967989,APARTMENTS,3,2,53.45215890171478,-6.162896075697573,3856,12015,50,Unknown,0
2095,2095,567514.6757256377,HOUSE,2,2,53.44821772685378,-6.1689259660090885,2950,11959,50,Unknown,0
2096,2096,722851.9417828897,APARTMENTS,3,3,53.44903370357191,-6.148385311573367,3137,11847,50,Unknown,0
2097,2097,442492.9487963581,APARTMENTS,2,3,53.44229751769137,-6.151850089909907,2566,11783,50,Unknown,0
2098,2098,569727.2827949876,APARTMENTS,2,1,53.45031283206289,-6.152455259283822,3972,11736,50,Unknown,0
2099,2099,453442.7570610932,APARTMENTS,2,2,53.44337993059487,-6.166707295892742,3552,11832,50,Unknown,0
2100,2100,477513.5090420144,APARTMENTS,2,1,53.43445451099947,-6.157189521557261,4088,11606,50,Unknown,0
2101,2101,484330.88715506607,APARTMENTS,2,2,53.45296807383398,-6.150283504726203,3304,11786,50,Unknown,0
2102,2102,572902.5067190336,APARTMENTS,2,1,53.4563063405712,-6.163284802352271,3101,11697,50,Unknown,0
2103,2103,540418.9803660773,APARTMENTS,2,1,53.444935846279925,-6.150987935764638,3674,12093,50,Unknown,0
2104,2104,243779.13304653665,APARTMENTS,1,1,53.43882428568438,-6.159640438322944,4399,11987,50,Unknown,0
2105,2105,437185.2817815848,HOUSE,2,1,53.45545550819604,-6.142931790090188,3219,12049,50,Unknown,0
2106,2106,527587.629305919,HOUSE,2,2,53.44988693260933,-6.145699846956272,3908,11672,50,Unknown,0
2107,2107,280496.21632866294,APARTMENTS,1,1,53.45707195926217,-6.167839815999765,4124,11555,50,Unknown,0
2108,2108,661011.7263809736,APARTMENTS,3,2,53.4566826881251,-6.1463925896916525,3073,11659,50,Unknown,0
2109,2109,833001.9366928461,APARTMENTS,3,1,53.45390012375695,-6.146445836917509,4263,11787,50,Unknown,0
2110,2110,578675.6412281888,APARTMENTS,2,2,53.46210562978302,-6.156216052669036,3328,11818,50,Unknown,0
2111,2111,258251.44248355253,APARTMENTS,1,1,53.44385589265311,-6.151579303396752,5067,11045,50,Unknown,0
2112,2112,273869.7149182441,APARTMENTS,1,3,53.44801162112153,-6.162661117544977,3783,11964,50,Unknown,0
2113,2113,540375.2716079078,APARTMENTS,2,3,53.45252459624086,-6.157067687796497,4099,11848,50,Unknown,0
2114,2114,580287.8871639179,APARTMENTS,2,3,53.45429945330946,-6.147070267708745,3788,11660,50,Unknown,0
2115,2115,228280.20667994997,APARTMENTS,1,1,53.44853773069839,-6.164563771755845,4716,12017,50,Unknown,0
2116,2116,703753.6762614883,HOUSE,3,3,53.444969047825424,-6.155882302382949,3064,11512,50,Unknown,0
2117,2117,269201.24507920106,HOUSE,1,1,53.44904058003341,-6.1713098780750535,4115,12127,50,Unknown,0
2118,2118,854765.151482869,HOUSE,3,2,53.45819875281856,-6.144789908410341,4072,11709,50,Unknown,0
2119,2119,287216.54292423255,APARTMENTS,1,1,53.43780995753436,-6.163062752899322,3021,11613,50,Unknown,0
2120,2120,704961.0608378365,APARTMENTS,3,1,53.44411075539267,-6.153362318208719,3806,11575,50,Unknown,0
2121,2121,261585.3480713087,APARTMENTS,1,3,53.459138274807806,-6.164466408519653,4715,11875,50,Unknown,0
2122,2122,239197.59843924444,HOUSE,1,2,53.43472478332242,-6.160143293022225,2887,12047,50,Unknown,0
2123,2123,242518.85418779592,APARTMENTS,1,1,53.44481760512594,-6.148350539774624,4278,12357,50,Unknown,0
2124,2124,830758.5860025231,APARTMENTS,3,2,53.44458239526105,-6.171830602908819,4224,12462,50,Unknown,0
2125,2125,247704.12888508828,APARTMENTS,1,1,53.44480756382704,-6.166897168613836,4806,11717,50,Unknown,0
2126,2126,220865.6679528069,HOUSE,1,1,53.44897995093484,-6.152617865114138,3097,12248,50,Unknown,0
2127,2127,832106.5769367779,HOUSE,3,1,53.44985556533496,-6.162041987448295,3432,11247,50,Unknown,0
2128,2128,273249.9416319244,HOUSE,1,3,53.463773023730354,-6.157864278174781,3047,11826,50,Unknown,0
2129,2129,795009.3663853307,APARTMENTS,3,1,53.46028071181281,-6.157112464920695,4060,11624,50,Unknown,0
2130,2130,268571.53539265104,APARTMENTS,1,3,53.45169870966821,-6.170167304887799,4389,12016,50,Unknown,0
2131,2131,520779.2623371044,APARTMENTS,2,1,53.45903147317652,-6.162478257795423,3762,11591,50,Unknown,0
2132,2132,442074.29531849903,APARTMENTS,3,2,53.37338553347008,-6.303080144263538,2787,5223,51,D15,0
2133,2133,453709.4576241118,HOUSE,3,1,53.37000098303769,-6.304045569693348,3020,5842,51,D15,0
2134,2134,290013.54999770084,APARTMENTS,2,1,53.37032914965136,-6.318311509988804,2391,6045,51,D15,0
2135,2135,433126.8931411107,HOUSE,3,3,53.366329899227125,-6.310307551935411,2798,5673,51,D15,0
2136,2136,140224.5657423126,HOUSE,1,1,53.36877436030699,-6.318288147422297,3370,5616,51,D15,0
2137,2137,323918.92774882435,HOUSE,2,2,53.37077816538307,-6.314784928062341,2802,5905,51,D15,0
2138,2138,318664.71563327574,HOUSE,2,2,53.375969255129775,-6.32148340928556,2874,5831,51,D15,0
2139,2139,134327.45626967453,APARTMENTS,1,1,53.37706441827798,-6.326691301081251,2759,5926,51,D15,0
2140,2140,577473.4862760089,APARTMENTS,4,1,53.36639961174281,-6.318794059829721,3059,5005,51,D15,0
2141,2141,260900.62730171712,HOUSE,2,2,53.3701242369009,-6.327070286963085,3408,5786,51,D15,0
2142,2142,303700.7835792668,HOUSE,2,1,53.37810271628115,-6.311781326700914,2914,5644,51,D15,0
2143,2143,397238.13897750166,HOUSE,3,1,53.3731156316798,-6.309003325313938,2339,6083,51,D15,0
2144,2144,136652.26218903143,APARTMENTS,1,1,53.36327617338469,-6.319133798062594,2722,5838,51,D15,0
2145,2145,299512.92223369976,HOUSE,2,1,53.368254904945495,-6.325175510057821,2680,5736,51,D15,0
2146,2146,148289.8569063175,APARTMENTS,1,2,53.37320267367526,-6.324610164222711,3201,6142,51,D15,0
2147,2147,300217.12198461045,HOUSE,2,1,53.3706429924016,-6.309151337919772,2562,5754,51,D15,0
2148,2148,299719.0418338101,HOUSE,2,1,53.36393405839006,-6.311918057034166,2839,5236,51,D15,0
2149,2149,330887.35999331553,HOUSE,2,2,53.364407132001936,-6.324093618076141,2883,5431,51,D15,0
2150,2150,251933.08445201544,APARTMENTS,2,1,53.3708021232259,-6.30659409760978,2849,5784,51,D15,0
2151,2151,165931.88940194112,APARTMENTS,1,2,53.36266052746484,-6.319047265905295,2652,5632,51,D15,0
2152,2152,153304.1058875897,HOUSE,1,1,53.3623278990694,-6.314219373748214,3268,5416,51,D15,0
2153,2153,148228.90358889368,HOUSE,1,2,53.38270735541492,-6.3225484380422055,2839,5709,51,D15,0
2154,2154,299278.2286368054,APARTMENTS,2,1,53.363495981142606,-6.316057662092951,2876,5523,51,D15,0
2155,2155,141780.41211190342,HOUSE,1,1,53.37483356542173,-6.322502191801363,2662,5117,51,D15,0
2156,2156,148923.9698466831,HOUSE,1,2,53.371906669658095,-6.327309767181479,2805,5405,51,D15,0
2157,2157,131759.50392096053,HOUSE,1,1,53.38082101564043,-6.319368602457343,3250,5797,51,D15,0
2158,2158,133585.4731085617,HOUSE,1,2,53.37060019884574,-6.315142963646042,3128,5609,51,D15,0
2159,2159,650655.1829007359,APARTMENTS,5,1,53.368227121328886,-6.328315412124263,2734,5533,51,D15,0
2160,2160,138648.74619714846,APARTMENTS,1,1,53.37442280568964,-6.307893854609828,2957,5536,51,D15,0
2161,2161,153321.08111693477,HOUSE,1,1,53.37994881019988,-6.315521714556318,2950,4979,51,D15,0
2162,2162,492308.18720159295,HOUSE,3,1,53.37901243367219,-6.30874384725453,2798,5534,51,D15,0
2163,2163,148024.7129361524,HOUSE,1,1,53.3825943761635,-6.3220304908476495,2819,5673,51,D15,0
2164,2164,396038.6736096089,HOUSE,3,2,53.37725244485591,-6.184971062272346,3349,6477,52,D13,0
2165,2165,488613.25723515975,APARTMENTS,3,1,53.379464162529736,-6.18371868166802,3657,6345,52,D13,0
2166,2166,468346.5799448457,HOUSE,3,2,53.39079362657374,-6.1744673078130745,2424,6653,52,D13,0
2167,2167,420958.5372454998,HOUSE,3,1,53.38889882856027,-6.169040785203038,3353,6558,52,D13,0
2168,2168,517968.0120840046,HOUSE,4,1,53.36568632439304,-6.170799043397223,2293,7471,52,D13,0
2169,2169,381084.7269814657,HOUSE,3,2,53.38351840305187,-6.170797851923634,3207,6540,52,D13,0
2170,2170,442561.2166186133,HOUSE,3,2,53.37889810588308,-6.15840725819016,3123,8026,52,D13,0
2171,2171,252220.9586258109,HOUSE,2,1,53.36070670785936,-6.173707986872986,2840,6258,52,D13,0
2172,2172,311761.4073883351,HOUSE,2,1,53.38245729391477,-6.17536450053656,2750,6628,52,D13,0
2173,2173,151625.4944677783,HOUSE,1,2,53.36503261230773,-6.171195779701054,2886,6219,52,D13,0
2174,2174,750027.5490554429,HOUSE,6,3,53.38027336233243,-6.175411926230817,2477,6569,52,D13,0
2175,2175,294749.9632379666,HOUSE,2,1,53.362836305167306,-6.161455162172146,2893,6172,52,D13,0
2176,2176,284744.47714188724,HOUSE,2,1,53.37004555967497,-6.159370153721717,3391,7323,52,D13,0
2177,2177,589023.469835671,HOUSE,4,1,53.38257144700721,-6.174167203745443,3281,7008,52,D13,0
2178,2178,407402.7714922781,HOUSE,3,1,53.38196598418455,-6.18101652841247,2743,6794,52,D13,0
2179,2179,143075.87175018498,HOUSE,1,1,53.38239975465039,-6.165373139109689,3876,6062,52,D13,0
2180,2180,384563.368472478,HOUSE,3,4,53.37534187297338,-6.173344143394423,3195,6646,52,D13,0
2181,2181,565973.66555833,HOUSE,4,2,53.37546349364174,-6.166386259023748,3017,7256,52,D13,0
2182,2182,438012.0287848751,HOUSE,3,1,53.36499361623636,-6.172409313067871,3116,6642,52,D13,0
2183,2183,278801.1393545418,HOUSE,2,1,53.367924150954586,-6.17954065685837,3201,7661,52,D13,0
2184,2184,384800.8346788568,HOUSE,3,1,53.364690023239234,-6.160665821546759,3324,6682,52,D13,0
2185,2185,467511.48820533545,HOUSE,3,1,53.38507413041237,-6.177048903889335,3101,7064,52,D13,0
2186,2186,299214.65495929023,HOUSE,2,1,53.38049215166237,-6.160212191730906,2935,6370,52,D13,0
2187,2187,782670.3455961898,HOUSE,3,2,53.31771373576293,-6.247815711429275,1761,3978,53,Unknown,0
2188,2188,802768.6639354667,APARTMENTS,3,1,53.31729365468374,-6.249861795361768,1463,2888,53,Unknown,0
2189,2189,667683.5053718234,HOUSE,3,1,53.31648284322865,-6.243845051891843,1437,2767,53,Unknown,0
2190,2190,428927.9851927352,HOUSE,2,2,53.317050645614174,-6.24704184400243,1044,2748,53,Unknown,0
2191,2191,843063.1909863916,APARTMENTS,3,1,53.31334712972992,-6.25209378988786,1587,3279,53,Unknown,0
2192,2192,842127.172546611,HOUSE,3,1,53.31675781648125,-6.248321219871888,1119,3452,53,Unknown,0
2193,2193,921740.2577592444,HOUSE,4,3,53.31898286183942,-6.24117949158605,1354,2288,53,Unknown,0
2194,2194,555679.5359746458,APARTMENTS,2,1,53.317119501407454,-6.246269678122528,1378,1182,53,Unknown,0
2195,2195,250084.898918343,HOUSE,1,2,53.314901330046936,-6.248628287296876,1643,3016,53,Unknown,0
2196,2196,486939.86994526087,HOUSE,2,3,53.31751861497716,-6.24583497045494,1213,3286,53,Unknown,0
2197,2197,237776.40799871515,HOUSE,1,1,53.30912366258558,-6.232414326168062,1742,2398,53,Unknown,0
2198,2198,222721.3294420973,APARTMENTS,1,2,53.31289712490352,-6.236241645420421,1482,1843,53,Unknown,0
2199,2199,818258.5667102529,HOUSE,3,2,53.31824892075571,-6.239958455459752,1526,3177,53,Unknown,0
2200,2200,264754.3050477984,APARTMENTS,1,2,53.314405961345855,-6.238466616209656,1460,1899,53,Unknown,0
2201,2201,760112.7313305074,APARTMENTS,3,1,53.31579586004884,-6.238337412443616,1528,2727,53,Unknown,0
2202,2202,738232.5489753623,HOUSE,3,3,53.31259369244313,-6.237187833027466,1568,2241,53,Unknown,0
2203,2203,535206.1336923774,APARTMENTS,2,1,53.31504247833835,-6.248895469532129,1136,3124,53,Unknown,0
2204,2204,904342.0671505246,HOUSE,4,1,53.30476087974122,-6.250910178930821,1380,2480,53,Unknown,0
2205,2205,456681.0772362485,HOUSE,2,2,53.313401243865904,-6.251311442730006,1562,3057,53,Unknown,0
2206,2206,764212.5805184224,HOUSE,3,1,53.31214808927229,-6.246536284038888,984,4527,53,Unknown,0
2207,2207,463685.0283540912,HOUSE,2,1,53.306842698767866,-6.247020858059589,982,1766,53,Unknown,0
2208,2208,756394.975419327,HOUSE,3,1,53.31059304241733,-6.246001056320947,1395,2402,53,Unknown,0
2209,2209,478075.4760439692,HOUSE,2,1,53.31580502768578,-6.2512477689685815,1947,2464,53,Unknown,0
2210,2210,670872.7954990771,HOUSE,3,1,53.31223774305824,-6.246508076947637,1895,2725,53,Unknown,0
2211,2211,476847.14803779445,HOUSE,2,2,53.29705683167026,-6.240389146736127,1219,3464,53,Unknown,0
2212,2212,265415.86108298623,APARTMENTS,1,3,53.30549283858261,-6.251268520523246,1303,1899,53,Unknown,0
2213,2213,233101.2585484639,APARTMENTS,1,1,53.30056044551524,-6.235483979287141,1170,1559,53,Unknown,0
2214,2214,562312.5064975597,APARTMENTS,2,2,53.29931430836102,-6.240575695791621,1316,2939,53,Unknown,0
2215,2215,443600.68342141673,HOUSE,2,1,53.30285340119808,-6.251810725821353,1516,3324,53,Unknown,0
2216,2216,519211.8773961696,HOUSE,2,1,53.316071480196285,-6.240236947200627,1496,3362,53,Unknown,0
2217,2217,733593.2881873827,APARTMENTS,3,1,53.298208359720746,-6.243066964506655,964,2088,53,Unknown,0
2218,2218,523606.16094117006,HOUSE,2,2,53.30122484074933,-6.244066144616687,1441,3502,53,Unknown,0
2219,2219,240593.7083754447,HOUSE,1,1,53.31592917102434,-6.240075824133862,1465,4838,53,Unknown,0
2220,2220,236263.14907007484,APARTMENTS,1,1,53.302095960079576,-6.234534628084914,1420,4373,53,Unknown,0
2221,2221,500621.223167155,APARTMENTS,2,1,53.30045084193434,-6.249941778693227,1151,2742,53,Unknown,0
2222,2222,478148.6732597996,HOUSE,2,1,53.30071290480437,-6.245113005304073,1440,3164,53,Unknown,0
2223,2223,268777.5134584262,HOUSE,1,1,53.31230615680205,-6.252402288675143,931,1541,53,Unknown,0
2224,2224,481496.67100632726,APARTMENTS,2,1,53.2991177256749,-6.240774700037812,1307,3158,53,Unknown,0
2225,2225,538279.8198936437,HOUSE,2,2,53.29847681753424,-6.241278355804354,1383,2473,53,Unknown,0
2226,2226,466755.4677810543,APARTMENTS,2,1,53.30666280682766,-6.244390553827798,1508,2441,53,Unknown,0
2227,2227,450183.0992518978,HOUSE,2,1,53.29833271263184,-6.246712687673793,1675,4456,53,Unknown,0
2228,2228,260764.1415035704,APARTMENTS,1,1,53.30998174804706,-6.237703695135631,1339,3307,53,Unknown,0
2229,2229,511923.5631573321,HOUSE,2,1,53.302713836290295,-6.25206068436441,1344,3126,53,Unknown,0
2230,2230,557527.8535735914,HOUSE,2,1,53.31457212341725,-6.238743922671967,1902,1751,53,Unknown,0
2231,2231,468389.4915311891,HOUSE,2,1,53.31804165351228,-6.24479076715756,1095,2498,53,Unknown,0
2232,2232,757632.7512116671,HOUSE,3,1,53.29823236851063,-6.24096854749974,1464,2959,53,Unknown,0
2233,2233,698487.0788456586,APARTMENTS,3,2,53.314698339824496,-6.236291278788888,1636,3256,53,Unknown,0
2234,2234,512280.4413883642,HOUSE,2,1,53.309923363400046,-6.2341266057860425,1600,2520,53,Unknown,0
2235,2235,481873.7791225909,HOUSE,2,3,53.29713575164041,-6.243652401439931,1571,3143,53,Unknown,0
2236,2236,538255.1362652457,HOUSE,2,1,53.30539804569468,-6.234334301089386,1512,3990,53,Unknown,0
2237,2237,546715.8022537106,HOUSE,2,2,53.30330774712523,-6.241350673640994,1566,2195,53,Unknown,0
2238,2238,455905.8504111051,HOUSE,2,2,53.30421874961322,-6.235820883731433,1560,2422,53,Unknown,0
2239,2239,755759.4146899293,APARTMENTS,3,2,53.30499052510853,-6.235731409620588,1626,2243,53,Unknown,0
2240,2240,531328.407604894,APARTMENTS,2,2,53.30140235330617,-6.2464460897794085,1871,3428,53,Unknown,0
2241,2241,544125.5477252617,HOUSE,2,1,53.30632481309883,-6.249698287991494,2067,3461,53,Unknown,0
2242,2242,218653.91067488704,HOUSE,1,1,53.30070670267086,-6.249594656769964,1495,3065,53,Unknown,0
2243,2243,729153.8785384991,HOUSE,3,2,53.304653890008886,-6.239827883937302,1268,1865,53,Unknown,0
2244,2244,231718.07841756108,APARTMENTS,1,3,53.30070793572166,-6.238184286665765,1010,3906,53,Unknown,0
2245,2245,744595.1501684306,APARTMENTS,3,1,53.30253487238811,-6.23285009146418,1607,2241,53,Unknown,0
2246,2246,229590.59759396772,HOUSE,1,2,53.30447161318228,-6.234108850566372,1521,1334,53,Unknown,0
2247,2247,368795.2829354416,HOUSE,2,2,53.304411303068,-6.219697212135431,1528,2967,54,D4,0
2248,2248,458666.58267020143,HOUSE,2,1,53.29665769370159,-6.215992617801089,2387,5170,54,D4,0
2249,2249,445815.8763918329,HOUSE,2,1,53.29526451332011,-6.213330844147505,1734,2962,54,D4,0
2250,2250,1089517.8304259295,HOUSE,5,3,53.29056584545943,-6.212289821663044,1936,4581,54,D4,0
2251,2251,870166.4004783602,HOUSE,4,2,53.29926322410499,-6.2155398512917,1647,4417,54,D4,0
2252,2252,886395.6470360466,HOUSE,4,1,53.29761804115287,-6.215550338773665,1806,4470,54,D4,0
2253,2253,226097.8416377257,APARTMENTS,1,1,53.28814665385801,-6.20763752700329,1987,3593,54,D4,0
2254,2254,348137.3204397507,APARTMENTS,2,1,53.29731572995146,-6.217888984656415,1743,5232,54,D4,0
2255,2255,680835.8006778159,HOUSE,3,1,53.30067015674325,-6.216856940174222,1784,5056,54,D4,0
2256,2256,1137724.2303400226,APARTMENTS,5,1,53.28006673380841,-6.225573153507412,1069,4314,54,D4,0
2257,2257,211739.18315551744,APARTMENTS,1,2,53.28985089589624,-6.229120293684846,1883,4796,54,D4,0
2258,2258,537446.3209389137,HOUSE,3,1,53.28031943512249,-6.229243285457504,2190,4295,54,D4,0
2259,2259,656802.0035192578,APARTMENTS,3,1,53.30647340739667,-6.224640701048918,1241,5015,54,D4,0
2260,2260,843073.2320190293,HOUSE,4,1,53.28766091974956,-6.217844139483267,2108,4794,54,D4,0
2261,2261,1014389.0070985476,HOUSE,5,1,53.29549561454967,-6.213381050116536,1604,4774,54,D4,0
2262,2262,626674.1033328762,APARTMENTS,3,2,53.28521776002221,-6.225521551530987,1646,5278,54,D4,0
2263,2263,413906.00936833,HOUSE,2,2,53.27827296616764,-6.216893108678615,1856,4504,54,D4,0
2264,2264,187904.593958806,HOUSE,1,1,53.29309535293417,-6.211800901621843,1583,4618,54,D4,0
2265,2265,1083102.642597219,HOUSE,5,1,53.28943089710026,-6.217156490526049,2028,4114,54,D4,0
2266,2266,571975.3785825317,HOUSE,3,1,53.29135939072938,-6.213037087195659,1612,4273,54,D4,0
2267,2267,390912.39975009614,HOUSE,2,1,53.28824932655292,-6.213042255670718,1936,4477,54,D4,0
2268,2268,896786.2764547816,HOUSE,4,2,53.2898929758554,-6.231163696550376,1664,3603,54,D4,0
2269,2269,352425.7401084654,APARTMENTS,2,1,53.2823266882324,-6.211326019570412,1639,4528,54,D4,0
2270,2270,380453.5150100927,APARTMENTS,2,1,53.29138157246444,-6.225481650886838,1793,3814,54,D4,0
2271,2271,196347.86425194467,HOUSE,1,1,53.28092675477201,-6.218538602736823,1480,4703,54,D4,0
2272,2272,553616.913577948,APARTMENTS,3,1,53.2854717920832,-6.222664997433142,2120,4412,54,D4,0
2273,2273,209132.5506323422,APARTMENTS,1,1,53.2849230087393,-6.213250247146751,1902,3625,54,D4,0
2274,2274,747188.1449068547,APARTMENTS,4,1,53.29891783969784,-6.225151684083661,1445,4939,54,D4,0
2275,2275,423959.7017938366,APARTMENTS,2,2,53.29900571655421,-6.227566114048602,1074,3597,54,D4,0
2276,2276,896187.0767378751,APARTMENTS,4,2,53.28685696517215,-6.213850913515338,1637,4333,54,D4,0
2277,2277,557588.2534135045,HOUSE,3,4,53.29564458268239,-6.2226470025271405,1392,2643,54,D4,0
2278,2278,774883.1207465089,APARTMENTS,4,1,53.28098351143499,-6.227914356736218,2033,4153,54,D4,0
2279,2279,454669.1439168,APARTMENTS,2,1,53.27796071730662,-6.218362218145197,1516,4776,54,D4,0
2280,2280,195523.9101474273,HOUSE,1,1,53.33793778381277,-6.282943856847806,1986,2086,55,D6,0
2281,2281,342207.4612621892,HOUSE,2,1,53.33525336898127,-6.283805312856644,1943,2522,55,D6,0
2282,2282,582667.9495986276,HOUSE,3,1,53.33447006459781,-6.283310542359264,1797,2147,55,D6,0
2283,2283,347677.29194782773,APARTMENTS,2,1,53.34202899233195,-6.279953542112553,2196,2387,55,D6,0
2284,2284,191312.25891304025,APARTMENTS,1,2,53.34044896346746,-6.281089247594985,2048,2441,55,D6,0
